report,label,time_normalized_rounded,prometheus_scrape_amount
report_2025-07-17_01-45-27.yaml,5% Persistence,30.0,0
report_2025-07-17_01-45-27.yaml,5% Persistence,60.0,140796
report_2025-07-17_01-45-27.yaml,5% Persistence,90.0,140796
report_2025-07-17_01-45-27.yaml,5% Persistence,120.0,282456
report_2025-07-17_01-45-27.yaml,5% Persistence,150.0,282456
report_2025-07-17_01-45-27.yaml,5% Persistence,180.0,424373
report_2025-07-17_01-45-27.yaml,5% Persistence,210.0,424373
report_2025-07-17_01-45-27.yaml,5% Persistence,240.0,566288
report_2025-07-17_01-45-27.yaml,5% Persistence,270.0,566288
report_2025-07-17_01-45-27.yaml,5% Persistence,300.0,708203
report_2025-07-17_01-45-27.yaml,5% Persistence,330.0,708203
report_2025-07-17_01-45-27.yaml,5% Persistence,360.0,850118
report_2025-07-17_01-45-27.yaml,5% Persistence,390.0,850118
report_2025-07-17_01-45-27.yaml,5% Persistence,420.0,992033
report_2025-07-17_01-45-27.yaml,5% Persistence,450.0,992033
report_2025-07-17_01-45-27.yaml,5% Persistence,480.0,1133948
report_2025-07-17_01-45-27.yaml,5% Persistence,510.0,1133948
report_2025-07-17_01-45-27.yaml,5% Persistence,540.0,1275863
report_2025-07-17_01-45-27.yaml,5% Persistence,570.0,1275863
report_2025-07-17_01-45-27.yaml,5% Persistence,600.0,1417778
report_2025-07-17_01-45-27.yaml,5% Persistence,630.0,1417778
report_2025-07-17_01-45-27.yaml,5% Persistence,660.0,1559693
report_2025-07-17_01-45-27.yaml,5% Persistence,690.0,1559693
report_2025-07-17_01-45-27.yaml,5% Persistence,720.0,1701608
report_2025-07-17_01-45-27.yaml,5% Persistence,750.0,1701608
report_2025-07-17_01-45-27.yaml,5% Persistence,780.0,1843523
report_2025-07-17_01-45-27.yaml,5% Persistence,810.0,1843523
report_2025-07-17_01-45-27.yaml,5% Persistence,840.0,1985438
report_2025-07-17_01-45-27.yaml,5% Persistence,870.0,1985438
report_2025-07-17_01-45-27.yaml,5% Persistence,900.0,2127353
report_2025-07-17_01-45-27.yaml,5% Persistence,930.0,2127353
report_2025-07-17_01-45-27.yaml,5% Persistence,960.0,2269268
report_2025-07-17_01-45-27.yaml,5% Persistence,990.0,2269268
report_2025-07-17_01-45-27.yaml,5% Persistence,1020.0,2411183
report_2025-07-17_01-45-27.yaml,5% Persistence,1050.0,2411183
report_2025-07-17_01-45-27.yaml,5% Persistence,1080.0,2553098
report_2025-07-17_01-45-27.yaml,5% Persistence,1110.0,2553098
report_2025-07-17_01-45-27.yaml,5% Persistence,1140.0,2695013
report_2025-07-17_01-45-27.yaml,5% Persistence,1170.0,2695013
report_2025-07-17_01-45-27.yaml,5% Persistence,1200.0,2836928
report_2025-07-17_01-45-27.yaml,5% Persistence,1230.0,2836928
report_2025-07-17_01-45-27.yaml,5% Persistence,1260.0,2978843
report_2025-07-17_01-45-27.yaml,5% Persistence,1290.0,2978843
report_2025-07-17_01-45-27.yaml,5% Persistence,1320.0,3120758
report_2025-07-17_01-45-27.yaml,5% Persistence,1350.0,3120758
report_2025-07-17_01-45-27.yaml,5% Persistence,1380.0,3262673
report_2025-07-17_01-45-27.yaml,5% Persistence,1410.0,3262673
report_2025-07-17_01-45-27.yaml,5% Persistence,1440.0,3404588
report_2025-07-17_01-45-27.yaml,5% Persistence,1470.0,3404588
report_2025-07-17_01-45-27.yaml,5% Persistence,1500.0,3546503
report_2025-07-17_01-45-27.yaml,5% Persistence,1530.0,3546503
report_2025-07-17_01-45-27.yaml,5% Persistence,1560.0,3688418
report_2025-07-17_01-45-27.yaml,5% Persistence,1590.0,3688418
report_2025-07-17_01-45-27.yaml,5% Persistence,1620.0,3830333
report_2025-07-17_01-45-27.yaml,5% Persistence,1650.0,3830333
report_2025-07-17_01-45-27.yaml,5% Persistence,1680.0,3972248
report_2025-07-17_01-45-27.yaml,5% Persistence,1710.0,3972248
report_2025-07-17_01-45-27.yaml,5% Persistence,1740.0,4114163
report_2025-07-17_01-45-27.yaml,5% Persistence,1770.0,4114163
report_2025-07-17_01-45-27.yaml,5% Persistence,1800.0,4256078
report_2025-07-17_01-45-27.yaml,5% Persistence,1830.0,4256078
report_2025-07-17_01-45-27.yaml,5% Persistence,1860.0,4397993
report_2025-07-17_01-45-27.yaml,5% Persistence,1890.0,4397993
report_2025-07-17_01-45-27.yaml,5% Persistence,1920.0,4539908
report_2025-07-17_01-45-27.yaml,5% Persistence,1950.0,4539908
report_2025-07-17_01-45-27.yaml,5% Persistence,1980.0,4681825
report_2025-07-17_01-45-27.yaml,5% Persistence,2010.0,4681825
report_2025-07-17_01-45-27.yaml,5% Persistence,2040.0,4823740
report_2025-07-17_01-45-27.yaml,5% Persistence,2070.0,4823740
report_2025-07-17_01-45-27.yaml,5% Persistence,2100.0,4965655
report_2025-07-17_01-45-27.yaml,5% Persistence,2130.0,4965655
report_2025-07-17_01-45-27.yaml,5% Persistence,2160.0,5107570
report_2025-07-17_01-45-27.yaml,5% Persistence,2190.0,5107570
report_2025-07-17_01-45-27.yaml,5% Persistence,2220.0,5249485
report_2025-07-17_01-45-27.yaml,5% Persistence,2250.0,5249485
report_2025-07-17_01-45-27.yaml,5% Persistence,2280.0,5391400
report_2025-07-17_01-45-27.yaml,5% Persistence,2310.0,5391400
report_2025-07-17_01-45-27.yaml,5% Persistence,2340.0,5533315
report_2025-07-17_01-45-27.yaml,5% Persistence,2370.0,5533315
report_2025-07-17_01-45-27.yaml,5% Persistence,2400.0,5675230
report_2025-07-17_01-45-27.yaml,5% Persistence,2430.0,5675230
report_2025-07-17_01-45-27.yaml,5% Persistence,2460.0,5817145
report_2025-07-17_01-45-27.yaml,5% Persistence,2490.0,5817145
report_2025-07-17_01-45-27.yaml,5% Persistence,2520.0,5959060
report_2025-07-17_01-45-27.yaml,5% Persistence,2550.0,5959060
report_2025-07-17_01-45-27.yaml,5% Persistence,2580.0,6100975
report_2025-07-17_01-45-27.yaml,5% Persistence,2610.0,6100975
report_2025-07-17_01-45-27.yaml,5% Persistence,2640.0,6242890
report_2025-07-17_01-45-27.yaml,5% Persistence,2670.0,6242890
report_2025-07-17_01-45-27.yaml,5% Persistence,2700.0,6384805
report_2025-07-17_01-45-27.yaml,5% Persistence,2730.0,6384805
report_2025-07-17_01-45-27.yaml,5% Persistence,2760.0,6526720
report_2025-07-17_01-45-27.yaml,5% Persistence,2790.0,6526720
report_2025-07-17_01-45-27.yaml,5% Persistence,2820.0,6668635
report_2025-07-17_01-45-27.yaml,5% Persistence,2850.0,6668635
report_2025-07-17_01-45-27.yaml,5% Persistence,2880.0,6810550
report_2025-07-17_01-45-27.yaml,5% Persistence,2910.0,6810550
report_2025-07-17_01-45-27.yaml,5% Persistence,2940.0,6952465
report_2025-07-17_01-45-27.yaml,5% Persistence,2970.0,6952465
report_2025-07-17_01-45-27.yaml,5% Persistence,3000.0,7094380
report_2025-07-17_01-45-27.yaml,5% Persistence,3030.0,7094380
report_2025-07-17_01-45-27.yaml,5% Persistence,3060.0,7236295
report_2025-07-17_01-45-27.yaml,5% Persistence,3090.0,7236295
report_2025-07-17_01-45-27.yaml,5% Persistence,3120.0,7378210
report_2025-07-17_01-45-27.yaml,5% Persistence,3150.0,7378210
report_2025-07-17_01-45-27.yaml,5% Persistence,3180.0,7520125
report_2025-07-17_01-45-27.yaml,5% Persistence,3210.0,7520125
report_2025-07-17_01-45-27.yaml,5% Persistence,3240.0,7662040
report_2025-07-17_01-45-27.yaml,5% Persistence,3270.0,7662040
report_2025-07-17_01-45-27.yaml,5% Persistence,3300.0,7803955
report_2025-07-17_01-45-27.yaml,5% Persistence,3330.0,7803955
report_2025-07-17_01-45-27.yaml,5% Persistence,3360.0,7945870
report_2025-07-17_01-45-27.yaml,5% Persistence,3390.0,7945870
report_2025-07-17_01-45-27.yaml,5% Persistence,3420.0,8087785
report_2025-07-17_01-45-27.yaml,5% Persistence,3450.0,8087785
report_2025-07-17_01-45-27.yaml,5% Persistence,3480.0,8229700
report_2025-07-17_01-45-27.yaml,5% Persistence,3510.0,8229700
report_2025-07-17_01-45-27.yaml,5% Persistence,3540.0,8371615
report_2025-07-17_01-45-27.yaml,5% Persistence,3570.0,8371615
report_2025-07-17_01-45-27.yaml,5% Persistence,3600.0,8513530
report_2025-07-17_03-00-32.yaml,10% Persistence,-0.0,0
report_2025-07-17_03-00-32.yaml,10% Persistence,30.0,140734
report_2025-07-17_03-00-32.yaml,10% Persistence,60.0,140734
report_2025-07-17_03-00-32.yaml,10% Persistence,90.0,281468
report_2025-07-17_03-00-32.yaml,10% Persistence,120.0,281468
report_2025-07-17_03-00-32.yaml,10% Persistence,150.0,422832
report_2025-07-17_03-00-32.yaml,10% Persistence,180.0,422832
report_2025-07-17_03-00-32.yaml,10% Persistence,210.0,564705
report_2025-07-17_03-00-32.yaml,10% Persistence,240.0,564705
report_2025-07-17_03-00-32.yaml,10% Persistence,270.0,706576
report_2025-07-17_03-00-32.yaml,10% Persistence,300.0,706576
report_2025-07-17_03-00-32.yaml,10% Persistence,330.0,848447
report_2025-07-17_03-00-32.yaml,10% Persistence,360.0,848447
report_2025-07-17_03-00-32.yaml,10% Persistence,390.0,990318
report_2025-07-17_03-00-32.yaml,10% Persistence,420.0,990318
report_2025-07-17_03-00-32.yaml,10% Persistence,450.0,1132189
report_2025-07-17_03-00-32.yaml,10% Persistence,480.0,1132189
report_2025-07-17_03-00-32.yaml,10% Persistence,510.0,1274060
report_2025-07-17_03-00-32.yaml,10% Persistence,540.0,1274060
report_2025-07-17_03-00-32.yaml,10% Persistence,570.0,1415931
report_2025-07-17_03-00-32.yaml,10% Persistence,600.0,1415931
report_2025-07-17_03-00-32.yaml,10% Persistence,630.0,1557802
report_2025-07-17_03-00-32.yaml,10% Persistence,660.0,1557802
report_2025-07-17_03-00-32.yaml,10% Persistence,690.0,1699673
report_2025-07-17_03-00-32.yaml,10% Persistence,720.0,1699673
report_2025-07-17_03-00-32.yaml,10% Persistence,750.0,1841544
report_2025-07-17_03-00-32.yaml,10% Persistence,780.0,1841544
report_2025-07-17_03-00-32.yaml,10% Persistence,810.0,1983415
report_2025-07-17_03-00-32.yaml,10% Persistence,840.0,1983415
report_2025-07-17_03-00-32.yaml,10% Persistence,870.0,2125286
report_2025-07-17_03-00-32.yaml,10% Persistence,900.0,2125286
report_2025-07-17_03-00-32.yaml,10% Persistence,930.0,2267157
report_2025-07-17_03-00-32.yaml,10% Persistence,960.0,2267157
report_2025-07-17_03-00-32.yaml,10% Persistence,990.0,2409028
report_2025-07-17_03-00-32.yaml,10% Persistence,1020.0,2409028
report_2025-07-17_03-00-32.yaml,10% Persistence,1050.0,2550899
report_2025-07-17_03-00-32.yaml,10% Persistence,1080.0,2550899
report_2025-07-17_03-00-32.yaml,10% Persistence,1110.0,2692770
report_2025-07-17_03-00-32.yaml,10% Persistence,1140.0,2692770
report_2025-07-17_03-00-32.yaml,10% Persistence,1170.0,2834641
report_2025-07-17_03-00-32.yaml,10% Persistence,1200.0,2834641
report_2025-07-17_03-00-32.yaml,10% Persistence,1230.0,2976512
report_2025-07-17_03-00-32.yaml,10% Persistence,1260.0,2976512
report_2025-07-17_03-00-32.yaml,10% Persistence,1290.0,3118383
report_2025-07-17_03-00-32.yaml,10% Persistence,1320.0,3118383
report_2025-07-17_03-00-32.yaml,10% Persistence,1350.0,3260254
report_2025-07-17_03-00-32.yaml,10% Persistence,1380.0,3260254
report_2025-07-17_03-00-32.yaml,10% Persistence,1410.0,3402125
report_2025-07-17_03-00-32.yaml,10% Persistence,1440.0,3402125
report_2025-07-17_03-00-32.yaml,10% Persistence,1470.0,3543996
report_2025-07-17_03-00-32.yaml,10% Persistence,1500.0,3543996
report_2025-07-17_03-00-32.yaml,10% Persistence,1530.0,3685867
report_2025-07-17_03-00-32.yaml,10% Persistence,1560.0,3685867
report_2025-07-17_03-00-32.yaml,10% Persistence,1590.0,3827738
report_2025-07-17_03-00-32.yaml,10% Persistence,1620.0,3827738
report_2025-07-17_03-00-32.yaml,10% Persistence,1650.0,3969609
report_2025-07-17_03-00-32.yaml,10% Persistence,1680.0,3969609
report_2025-07-17_03-00-32.yaml,10% Persistence,1710.0,4111480
report_2025-07-17_03-00-32.yaml,10% Persistence,1740.0,4111480
report_2025-07-17_03-00-32.yaml,10% Persistence,1770.0,4253351
report_2025-07-17_03-00-32.yaml,10% Persistence,1800.0,4253351
report_2025-07-17_03-00-32.yaml,10% Persistence,1830.0,4395222
report_2025-07-17_03-00-32.yaml,10% Persistence,1860.0,4395222
report_2025-07-17_03-00-32.yaml,10% Persistence,1890.0,4537093
report_2025-07-17_03-00-32.yaml,10% Persistence,1920.0,4537093
report_2025-07-17_03-00-32.yaml,10% Persistence,1950.0,4678964
report_2025-07-17_03-00-32.yaml,10% Persistence,1980.0,4678964
report_2025-07-17_03-00-32.yaml,10% Persistence,2010.0,4820837
report_2025-07-17_03-00-32.yaml,10% Persistence,2040.0,4820837
report_2025-07-17_03-00-32.yaml,10% Persistence,2070.0,4962708
report_2025-07-17_03-00-32.yaml,10% Persistence,2100.0,4962708
report_2025-07-17_03-00-32.yaml,10% Persistence,2130.0,5104579
report_2025-07-17_03-00-32.yaml,10% Persistence,2160.0,5104579
report_2025-07-17_03-00-32.yaml,10% Persistence,2190.0,5246450
report_2025-07-17_03-00-32.yaml,10% Persistence,2220.0,5246450
report_2025-07-17_03-00-32.yaml,10% Persistence,2250.0,5388321
report_2025-07-17_03-00-32.yaml,10% Persistence,2280.0,5388321
report_2025-07-17_03-00-32.yaml,10% Persistence,2310.0,5530192
report_2025-07-17_03-00-32.yaml,10% Persistence,2340.0,5530192
report_2025-07-17_03-00-32.yaml,10% Persistence,2370.0,5672063
report_2025-07-17_03-00-32.yaml,10% Persistence,2400.0,5672063
report_2025-07-17_03-00-32.yaml,10% Persistence,2430.0,5813934
report_2025-07-17_03-00-32.yaml,10% Persistence,2460.0,5813934
report_2025-07-17_03-00-32.yaml,10% Persistence,2490.0,5955805
report_2025-07-17_03-00-32.yaml,10% Persistence,2520.0,5955805
report_2025-07-17_03-00-32.yaml,10% Persistence,2550.0,6097676
report_2025-07-17_03-00-32.yaml,10% Persistence,2580.0,6097676
report_2025-07-17_03-00-32.yaml,10% Persistence,2610.0,6239547
report_2025-07-17_03-00-32.yaml,10% Persistence,2640.0,6239547
report_2025-07-17_03-00-32.yaml,10% Persistence,2670.0,6381418
report_2025-07-17_03-00-32.yaml,10% Persistence,2700.0,6381418
report_2025-07-17_03-00-32.yaml,10% Persistence,2730.0,6523309
report_2025-07-17_03-00-32.yaml,10% Persistence,2760.0,6523309
report_2025-07-17_03-00-32.yaml,10% Persistence,2790.0,6665200
report_2025-07-17_03-00-32.yaml,10% Persistence,2820.0,6665200
report_2025-07-17_03-00-32.yaml,10% Persistence,2850.0,6807091
report_2025-07-17_03-00-32.yaml,10% Persistence,2880.0,6807091
report_2025-07-17_03-00-32.yaml,10% Persistence,2910.0,6948982
report_2025-07-17_03-00-32.yaml,10% Persistence,2940.0,6948982
report_2025-07-17_03-00-32.yaml,10% Persistence,2970.0,7090873
report_2025-07-17_03-00-32.yaml,10% Persistence,3000.0,7090873
report_2025-07-17_03-00-32.yaml,10% Persistence,3030.0,7232764
report_2025-07-17_03-00-32.yaml,10% Persistence,3060.0,7232764
report_2025-07-17_03-00-32.yaml,10% Persistence,3090.0,7374655
report_2025-07-17_03-00-32.yaml,10% Persistence,3120.0,7374655
report_2025-07-17_03-00-32.yaml,10% Persistence,3150.0,7516546
report_2025-07-17_03-00-32.yaml,10% Persistence,3180.0,7516546
report_2025-07-17_03-00-32.yaml,10% Persistence,3210.0,7658437
report_2025-07-17_03-00-32.yaml,10% Persistence,3240.0,7658437
report_2025-07-17_03-00-32.yaml,10% Persistence,3270.0,7800328
report_2025-07-17_03-00-32.yaml,10% Persistence,3300.0,7800328
report_2025-07-17_03-00-32.yaml,10% Persistence,3330.0,7942219
report_2025-07-17_03-00-32.yaml,10% Persistence,3360.0,7942219
report_2025-07-17_03-00-32.yaml,10% Persistence,3390.0,8084110
report_2025-07-17_03-00-32.yaml,10% Persistence,3420.0,8084110
report_2025-07-17_03-00-32.yaml,10% Persistence,3450.0,8226001
report_2025-07-17_03-00-32.yaml,10% Persistence,3480.0,8226001
report_2025-07-17_03-00-32.yaml,10% Persistence,3510.0,8367892
report_2025-07-17_03-00-32.yaml,10% Persistence,3540.0,8367892
report_2025-07-17_03-00-32.yaml,10% Persistence,3570.0,8509783
report_2025-07-17_03-00-32.yaml,10% Persistence,3600.0,8509783
report_2025-07-17_04-15-12.yaml,50% Persistence,-0.0,0
report_2025-07-17_04-15-12.yaml,50% Persistence,30.0,0
report_2025-07-17_04-15-12.yaml,50% Persistence,60.0,140854
report_2025-07-17_04-15-12.yaml,50% Persistence,90.0,140854
report_2025-07-17_04-15-12.yaml,50% Persistence,120.0,282554
report_2025-07-17_04-15-12.yaml,50% Persistence,150.0,282554
report_2025-07-17_04-15-12.yaml,50% Persistence,180.0,424547
report_2025-07-17_04-15-12.yaml,50% Persistence,210.0,424547
report_2025-07-17_04-15-12.yaml,50% Persistence,240.0,566538
report_2025-07-17_04-15-12.yaml,50% Persistence,270.0,566538
report_2025-07-17_04-15-12.yaml,50% Persistence,300.0,708529
report_2025-07-17_04-15-12.yaml,50% Persistence,330.0,708529
report_2025-07-17_04-15-12.yaml,50% Persistence,360.0,850520
report_2025-07-17_04-15-12.yaml,50% Persistence,390.0,850520
report_2025-07-17_04-15-12.yaml,50% Persistence,420.0,992511
report_2025-07-17_04-15-12.yaml,50% Persistence,450.0,992511
report_2025-07-17_04-15-12.yaml,50% Persistence,480.0,1134502
report_2025-07-17_04-15-12.yaml,50% Persistence,510.0,1134502
report_2025-07-17_04-15-12.yaml,50% Persistence,540.0,1276493
report_2025-07-17_04-15-12.yaml,50% Persistence,570.0,1276493
report_2025-07-17_04-15-12.yaml,50% Persistence,600.0,1418484
report_2025-07-17_04-15-12.yaml,50% Persistence,630.0,1418484
report_2025-07-17_04-15-12.yaml,50% Persistence,660.0,1560475
report_2025-07-17_04-15-12.yaml,50% Persistence,690.0,1560475
report_2025-07-17_04-15-12.yaml,50% Persistence,720.0,1702466
report_2025-07-17_04-15-12.yaml,50% Persistence,750.0,1702466
report_2025-07-17_04-15-12.yaml,50% Persistence,780.0,1844497
report_2025-07-17_04-15-12.yaml,50% Persistence,810.0,1844497
report_2025-07-17_04-15-12.yaml,50% Persistence,840.0,1986528
report_2025-07-17_04-15-12.yaml,50% Persistence,870.0,1986528
report_2025-07-17_04-15-12.yaml,50% Persistence,900.0,2128559
report_2025-07-17_04-15-12.yaml,50% Persistence,930.0,2128559
report_2025-07-17_04-15-12.yaml,50% Persistence,960.0,2270590
report_2025-07-17_04-15-12.yaml,50% Persistence,990.0,2270590
report_2025-07-17_04-15-12.yaml,50% Persistence,1020.0,2412621
report_2025-07-17_04-15-12.yaml,50% Persistence,1050.0,2412621
report_2025-07-17_04-15-12.yaml,50% Persistence,1080.0,2554652
report_2025-07-17_04-15-12.yaml,50% Persistence,1110.0,2554652
report_2025-07-17_04-15-12.yaml,50% Persistence,1140.0,2696683
report_2025-07-17_04-15-12.yaml,50% Persistence,1170.0,2696683
report_2025-07-17_04-15-12.yaml,50% Persistence,1200.0,2838714
report_2025-07-17_04-15-12.yaml,50% Persistence,1230.0,2838714
report_2025-07-17_04-15-12.yaml,50% Persistence,1260.0,2980745
report_2025-07-17_04-15-12.yaml,50% Persistence,1290.0,2980745
report_2025-07-17_04-15-12.yaml,50% Persistence,1320.0,3122776
report_2025-07-17_04-15-12.yaml,50% Persistence,1350.0,3122776
report_2025-07-17_04-15-12.yaml,50% Persistence,1380.0,3264807
report_2025-07-17_04-15-12.yaml,50% Persistence,1410.0,3264807
report_2025-07-17_04-15-12.yaml,50% Persistence,1440.0,3406838
report_2025-07-17_04-15-12.yaml,50% Persistence,1470.0,3406838
report_2025-07-17_04-15-12.yaml,50% Persistence,1500.0,3548869
report_2025-07-17_04-15-12.yaml,50% Persistence,1530.0,3548869
report_2025-07-17_04-15-12.yaml,50% Persistence,1560.0,3690900
report_2025-07-17_04-15-12.yaml,50% Persistence,1590.0,3690900
report_2025-07-17_04-15-12.yaml,50% Persistence,1620.0,3832931
report_2025-07-17_04-15-12.yaml,50% Persistence,1650.0,3832931
report_2025-07-17_04-15-12.yaml,50% Persistence,1680.0,3974962
report_2025-07-17_04-15-12.yaml,50% Persistence,1710.0,3974962
report_2025-07-17_04-15-12.yaml,50% Persistence,1740.0,4116993
report_2025-07-17_04-15-12.yaml,50% Persistence,1770.0,4116993
report_2025-07-17_04-15-12.yaml,50% Persistence,1800.0,4259024
report_2025-07-17_04-15-12.yaml,50% Persistence,1830.0,4259024
report_2025-07-17_04-15-12.yaml,50% Persistence,1860.0,4401055
report_2025-07-17_04-15-12.yaml,50% Persistence,1890.0,4401055
report_2025-07-17_04-15-12.yaml,50% Persistence,1920.0,4543086
report_2025-07-17_04-15-12.yaml,50% Persistence,1950.0,4543086
report_2025-07-17_04-15-12.yaml,50% Persistence,1980.0,4685119
report_2025-07-17_04-15-12.yaml,50% Persistence,2010.0,4685119
report_2025-07-17_04-15-12.yaml,50% Persistence,2040.0,4827150
report_2025-07-17_04-15-12.yaml,50% Persistence,2070.0,4827150
report_2025-07-17_04-15-12.yaml,50% Persistence,2100.0,4969181
report_2025-07-17_04-15-12.yaml,50% Persistence,2130.0,4969181
report_2025-07-17_04-15-12.yaml,50% Persistence,2160.0,5111212
report_2025-07-17_04-15-12.yaml,50% Persistence,2190.0,5111212
report_2025-07-17_04-15-12.yaml,50% Persistence,2220.0,5253243
report_2025-07-17_04-15-12.yaml,50% Persistence,2250.0,5253243
report_2025-07-17_04-15-12.yaml,50% Persistence,2280.0,5395274
report_2025-07-17_04-15-12.yaml,50% Persistence,2310.0,5395274
report_2025-07-17_04-15-12.yaml,50% Persistence,2340.0,5537305
report_2025-07-17_04-15-12.yaml,50% Persistence,2370.0,5537305
report_2025-07-17_04-15-12.yaml,50% Persistence,2400.0,5679336
report_2025-07-17_04-15-12.yaml,50% Persistence,2430.0,5679336
report_2025-07-17_04-15-12.yaml,50% Persistence,2460.0,5821367
report_2025-07-17_04-15-12.yaml,50% Persistence,2490.0,5821367
report_2025-07-17_04-15-12.yaml,50% Persistence,2520.0,5963398
report_2025-07-17_04-15-12.yaml,50% Persistence,2550.0,5963398
report_2025-07-17_04-15-12.yaml,50% Persistence,2580.0,6105450
report_2025-07-17_04-15-12.yaml,50% Persistence,2610.0,6105450
report_2025-07-17_04-15-12.yaml,50% Persistence,2640.0,6247502
report_2025-07-17_04-15-12.yaml,50% Persistence,2670.0,6247502
report_2025-07-17_04-15-12.yaml,50% Persistence,2700.0,6389554
report_2025-07-17_04-15-12.yaml,50% Persistence,2730.0,6389554
report_2025-07-17_04-15-12.yaml,50% Persistence,2760.0,6531606
report_2025-07-17_04-15-12.yaml,50% Persistence,2790.0,6531606
report_2025-07-17_04-15-12.yaml,50% Persistence,2820.0,6673658
report_2025-07-17_04-15-12.yaml,50% Persistence,2850.0,6673658
report_2025-07-17_04-15-12.yaml,50% Persistence,2880.0,6815710
report_2025-07-17_04-15-12.yaml,50% Persistence,2910.0,6815710
report_2025-07-17_04-15-12.yaml,50% Persistence,2940.0,6957762
report_2025-07-17_04-15-12.yaml,50% Persistence,2970.0,6957762
report_2025-07-17_04-15-12.yaml,50% Persistence,3000.0,7099814
report_2025-07-17_04-15-12.yaml,50% Persistence,3030.0,7099814
report_2025-07-17_04-15-12.yaml,50% Persistence,3060.0,7241866
report_2025-07-17_04-15-12.yaml,50% Persistence,3090.0,7241866
report_2025-07-17_04-15-12.yaml,50% Persistence,3120.0,7383918
report_2025-07-17_04-15-12.yaml,50% Persistence,3150.0,7383918
report_2025-07-17_04-15-12.yaml,50% Persistence,3180.0,7525970
report_2025-07-17_04-15-12.yaml,50% Persistence,3210.0,7525970
report_2025-07-17_04-15-12.yaml,50% Persistence,3240.0,7668022
report_2025-07-17_04-15-12.yaml,50% Persistence,3270.0,7668022
report_2025-07-17_04-15-12.yaml,50% Persistence,3300.0,7810074
report_2025-07-17_04-15-12.yaml,50% Persistence,3330.0,7810074
report_2025-07-17_04-15-12.yaml,50% Persistence,3360.0,7952126
report_2025-07-17_04-15-12.yaml,50% Persistence,3390.0,7952126
report_2025-07-17_04-15-12.yaml,50% Persistence,3420.0,8094178
report_2025-07-17_04-15-12.yaml,50% Persistence,3450.0,8094178
report_2025-07-17_04-15-12.yaml,50% Persistence,3480.0,8236230
report_2025-07-17_04-15-12.yaml,50% Persistence,3510.0,8236230
report_2025-07-17_04-15-12.yaml,50% Persistence,3540.0,8378282
report_2025-07-17_04-15-12.yaml,50% Persistence,3570.0,8378282
report_2025-07-17_04-15-12.yaml,50% Persistence,3600.0,8520334
report_2025-07-18_13-59-22.yaml,Persistence Istio,-0.0,0
report_2025-07-18_13-59-22.yaml,Persistence Istio,30.0,155507
report_2025-07-18_13-59-22.yaml,Persistence Istio,60.0,155507
report_2025-07-18_13-59-22.yaml,Persistence Istio,90.0,311014
report_2025-07-18_13-59-22.yaml,Persistence Istio,120.0,311014
report_2025-07-18_13-59-22.yaml,Persistence Istio,150.0,466580
report_2025-07-18_13-59-22.yaml,Persistence Istio,180.0,466580
report_2025-07-18_13-59-22.yaml,Persistence Istio,210.0,622144
report_2025-07-18_13-59-22.yaml,Persistence Istio,240.0,622144
report_2025-07-18_13-59-22.yaml,Persistence Istio,270.0,777708
report_2025-07-18_13-59-22.yaml,Persistence Istio,300.0,777708
report_2025-07-18_13-59-22.yaml,Persistence Istio,330.0,933272
report_2025-07-18_13-59-22.yaml,Persistence Istio,360.0,933272
report_2025-07-18_13-59-22.yaml,Persistence Istio,390.0,1088836
report_2025-07-18_13-59-22.yaml,Persistence Istio,420.0,1088836
report_2025-07-18_13-59-22.yaml,Persistence Istio,450.0,1244400
report_2025-07-18_13-59-22.yaml,Persistence Istio,480.0,1244400
report_2025-07-18_13-59-22.yaml,Persistence Istio,510.0,1399964
report_2025-07-18_13-59-22.yaml,Persistence Istio,540.0,1399964
report_2025-07-18_13-59-22.yaml,Persistence Istio,570.0,1555528
report_2025-07-18_13-59-22.yaml,Persistence Istio,600.0,1555528
report_2025-07-18_13-59-22.yaml,Persistence Istio,630.0,1711092
report_2025-07-18_13-59-22.yaml,Persistence Istio,660.0,1711092
report_2025-07-18_13-59-22.yaml,Persistence Istio,690.0,1866697
report_2025-07-18_13-59-22.yaml,Persistence Istio,720.0,1866697
report_2025-07-18_13-59-22.yaml,Persistence Istio,750.0,2022302
report_2025-07-18_13-59-22.yaml,Persistence Istio,780.0,2022302
report_2025-07-18_13-59-22.yaml,Persistence Istio,810.0,2177907
report_2025-07-18_13-59-22.yaml,Persistence Istio,840.0,2177907
report_2025-07-18_13-59-22.yaml,Persistence Istio,870.0,2333553
report_2025-07-18_13-59-22.yaml,Persistence Istio,900.0,2333553
report_2025-07-18_13-59-22.yaml,Persistence Istio,930.0,2489199
report_2025-07-18_13-59-22.yaml,Persistence Istio,960.0,2489199
report_2025-07-18_13-59-22.yaml,Persistence Istio,990.0,2644865
report_2025-07-18_13-59-22.yaml,Persistence Istio,1020.0,2644865
report_2025-07-18_13-59-22.yaml,Persistence Istio,1050.0,2800531
report_2025-07-18_13-59-22.yaml,Persistence Istio,1080.0,2800531
report_2025-07-18_13-59-22.yaml,Persistence Istio,1110.0,2956197
report_2025-07-18_13-59-22.yaml,Persistence Istio,1140.0,2956197
report_2025-07-18_13-59-22.yaml,Persistence Istio,1170.0,3111871
report_2025-07-18_13-59-22.yaml,Persistence Istio,1200.0,3111871
