report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,cart_system-under-evaluation,checkout_system-under-evaluation,currency_system-under-evaluation,elasticsearch_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,jaeger-collector_system-under-evaluation,jaeger-query_system-under-evaluation,kafka_system-under-evaluation,otel-collector_system-under-evaluation,payment_system-under-evaluation,product-catalog_system-under-evaluation,prometheus_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,shipping_system-under-evaluation,valkey-cart_system-under-evaluation
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2220.0,1276719.0,160809145.0,408334153.0,160500.0,14424.0,5518145.0,210.0,54968760.0,1729921.0,2061544967.0,2324328469.0,324406.0,14532.0,197530014.0,520235.0,2934482.0,1948893253.0,291927.0,1336368040.0,26874220.0,210.0,211920527.0,210.0,33588383.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2250.0,1291099.0,163335397.0,408334153.0,160830.0,14640.0,5656883.0,210.0,56002040.0,1766739.0,2086713417.0,2357828052.0,327190.0,14706.0,200863829.0,527387.0,2961791.0,1979748624.0,299853.0,1352870716.0,27225154.0,210.0,214994369.0,210.0,34080556.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2280.0,1297879.0,165629363.0,415931665.0,161466.0,14880.0,5656883.0,210.0,56510477.0,1801696.0,2118992980.0,2387850993.0,334150.0,14880.0,205564111.0,533040.0,3005106.0,2010825677.0,300027.0,1370619703.0,27571508.0,210.0,218593218.0,210.0,34528782.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2310.0,1322265.0,167912879.0,421206851.0,165119.0,15096.0,5802553.0,210.0,57228822.0,1813862.0,2148931456.0,2422008919.0,334150.0,15120.0,205564111.0,541326.0,3043020.0,2024577766.0,300027.0,1392622899.0,27997123.0,210.0,220426924.0,210.0,35090003.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2340.0,1353280.0,170380991.0,426773413.0,169012.0,15204.0,5802553.0,210.0,58086554.0,1823512.0,2177910575.0,2442569720.0,339718.0,15228.0,208025143.0,547048.0,3103343.0,2055122578.0,307880.0,1411832121.0,28379003.0,210.0,224617861.0,210.0,35559681.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2370.0,1353280.0,172223695.0,435621247.0,169408.0,15378.0,5879157.0,210.0,58748534.0,1861645.0,2220917647.0,2477794982.0,343198.0,15402.0,210629622.0,554632.0,3121326.0,2082437393.0,308054.0,1428043036.0,28743675.0,210.0,227521445.0,210.0,35909550.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2400.0,1367443.0,173999025.0,435621247.0,173697.0,15594.0,5999536.0,210.0,59505081.0,1869820.0,2249561697.0,2517102356.0,348070.0,15618.0,213772014.0,562048.0,3186885.0,2106266604.0,315782.0,1443042553.0,29083742.0,210.0,230557937.0,210.0,36352231.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2430.0,1389591.0,176616110.0,441887641.0,173697.0,15942.0,6059509.0,210.0,60362218.0,1910629.0,2249561697.0,2537820802.0,352246.0,15816.0,216203869.0,570266.0,3213578.0,2133369439.0,315782.0,1460883423.0,29458351.0,210.0,231993993.0,210.0,36929619.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2460.0,1401897.0,179135157.0,448472440.0,177663.0,15942.0,6124480.0,210.0,61202353.0,1918281.0,2281378208.0,2566929509.0,356422.0,16032.0,218519433.0,578249.0,3282366.0,2165242237.0,323642.0,1479578939.0,30021108.0,210.0,235327979.0,210.0,37342366.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2490.0,1424918.0,180330195.0,452695464.0,178299.0,16158.0,6200146.0,210.0,61844375.0,1954490.0,2318581527.0,2599516706.0,366506.0,16098.0,222459771.0,582505.0,3282366.0,2191714208.0,323816.0,1497477557.0,30021108.0,210.0,238854797.0,210.0,37674899.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2520.0,1457286.0,182905547.0,461964564.0,182308.0,16374.0,6277938.0,210.0,62544639.0,1996576.0,2339511626.0,2630848594.0,366506.0,16314.0,224503730.0,589924.0,3349248.0,2219135159.0,331693.0,1528161513.0,30602992.0,210.0,242922456.0,210.0,38172699.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2550.0,1469264.0,185802660.0,461964564.0,182308.0,16590.0,6355884.0,210.0,63234127.0,2009138.0,2375284423.0,2660399897.0,372836.0,16530.0,227330955.0,596446.0,3375646.0,2245260515.0,331759.0,1528161513.0,30803094.0,210.0,242922456.0,210.0,38736944.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2580.0,1469264.0,188007438.0,469403496.0,186333.0,16806.0,6434808.0,210.0,64029613.0,2042345.0,2390340456.0,2719127787.0,379388.0,16704.0,230428820.0,603230.0,3426635.0,2262928698.0,339553.0,1555498593.0,31273852.0,210.0,246464568.0,210.0,39143176.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2610.0,1496774.0,189460922.0,475140748.0,186663.0,17022.0,6525061.0,210.0,64866076.0,2052650.0,2422777091.0,2752398398.0,379388.0,16878.0,233095393.0,610816.0,3456982.0,2298001146.0,339793.0,1569562915.0,31622924.0,210.0,249445849.0,210.0,39570196.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2640.0,1506448.0,192025402.0,480129249.0,190490.0,17238.0,6571930.0,210.0,65518923.0,2066197.0,2454128735.0,2752398398.0,386348.0,17160.0,235494916.0,617670.0,3509740.0,2322642809.0,347653.0,1584317013.0,31899618.0,210.0,252597732.0,210.0,40085057.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2670.0,1529252.0,193779373.0,486810509.0,191258.0,17454.0,6635597.0,210.0,66197253.0,2098435.0,2484963062.0,2796858660.0,390524.0,17160.0,238404062.0,626817.0,3538023.0,2346235492.0,347653.0,1605752039.0,32393840.0,210.0,254810622.0,210.0,40475017.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2700.0,1560812.0,196395705.0,492362467.0,194918.0,17670.0,6721389.0,210.0,66891002.0,2112929.0,2513513670.0,2818757871.0,394634.0,17550.0,241120987.0,633473.0,3589275.0,2376120103.0,355480.0,1626261819.0,32745318.0,210.0,258543708.0,210.0,40930759.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2730.0,1560812.0,198543837.0,496594185.0,195380.0,17844.0,6821814.0,210.0,67757845.0,2151415.0,2532550881.0,2855407352.0,398810.0,17550.0,243331974.0,639995.0,3618360.0,2406111076.0,355654.0,1637993755.0,33094166.0,210.0,260597980.0,210.0,41546228.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2760.0,1574483.0,201882383.0,504043862.0,199141.0,18102.0,6852943.0,210.0,68561318.0,2159656.0,2559806894.0,2888111255.0,404378.0,17832.0,244946047.0,646149.0,3670376.0,2431299597.0,363316.0,1657407451.0,33416688.0,210.0,263919013.0,210.0,41908969.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2790.0,1599263.0,201882383.0,509765623.0,200041.0,18276.0,6926900.0,210.0,69177234.0,2198343.0,2591242554.0,2921534098.0,404378.0,17940.0,247684135.0,652171.0,3699117.0,2453621013.0,363382.0,1676646338.0,34039987.0,210.0,267533524.0,210.0,42458956.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2820.0,1609101.0,204997752.0,515321966.0,200041.0,18492.0,7038236.0,210.0,69928185.0,2232028.0,2615294881.0,2949114791.0,409250.0,18222.0,252398813.0,659025.0,3746627.0,2481062030.0,371176.0,1693944961.0,34039987.0,210.0,270154279.0,210.0,42871909.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2850.0,1634129.0,206502765.0,520644794.0,203958.0,18666.0,7085897.0,210.0,70525572.0,2245994.0,2645590634.0,2979568077.0,414122.0,18396.0,252398813.0,666046.0,3772569.0,2501650037.0,371284.0,1716088023.0,34463575.0,210.0,273278906.0,210.0,43173064.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2880.0,1656822.0,209003674.0,525476338.0,207719.0,18882.0,7159738.0,210.0,71277189.0,2278892.0,2673818965.0,3010783382.0,419690.0,18612.0,255472688.0,673963.0,3813282.0,2551476415.0,379029.0,1736767643.0,34816073.0,210.0,275578458.0,210.0,43659276.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2910.0,1670329.0,211397151.0,533339856.0,208247.0,19056.0,7228764.0,210.0,72316262.0,2292985.0,2705763112.0,3046979167.0,421778.0,18828.0,258534778.0,679984.0,3857414.0,2551476415.0,379161.0,1746994580.0,35221924.0,210.0,278503482.0,210.0,44151771.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2940.0,1678093.0,213579991.0,533339856.0,212074.0,19272.0,7340718.0,210.0,72698048.0,2328008.0,2731204098.0,3080145078.0,428042.0,19002.0,261526412.0,686768.0,3907681.0,2582362105.0,386889.0,1764938833.0,35605671.0,210.0,281042355.0,210.0,44712919.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,2970.0,1700241.0,216888516.0,540250684.0,212668.0,19446.0,7394723.0,210.0,73549465.0,2346884.0,2763690999.0,3105456091.0,430826.0,19218.0,263716893.0,693856.0,3943350.0,2608889014.0,387063.0,1786426689.0,35954631.0,210.0,284349645.0,210.0,45001989.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3000.0,1725894.0,216888516.0,545838981.0,216297.0,19662.0,7469556.0,210.0,74525714.0,2346884.0,2781472148.0,3136844756.0,436394.0,19434.0,266460585.0,701841.0,3973437.0,2638233586.0,394874.0,1802743158.0,36278098.0,210.0,287585984.0,210.0,45485746.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3030.0,1739073.0,220073271.0,551337848.0,216759.0,19836.0,7546048.0,210.0,75058165.0,2386289.0,2814436472.0,3165710686.0,438482.0,19650.0,269462822.0,707861.0,4025117.0,2667076850.0,402685.0,1819121370.0,36683873.0,210.0,290112160.0,210.0,46316771.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3060.0,1759475.0,222246236.0,558231050.0,220586.0,20052.0,7613303.0,210.0,75844139.0,2420652.0,2850353771.0,3203123116.0,443354.0,19824.0,272750647.0,714715.0,4067495.0,2693671670.0,402685.0,1837744472.0,37138465.0,210.0,292981744.0,210.0,46316771.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3090.0,1770678.0,224444410.0,562631122.0,221048.0,20226.0,7710745.0,210.0,76389299.0,2435672.0,2868970153.0,3229000807.0,447530.0,19998.0,275180438.0,722997.0,4094744.0,2736190370.0,402925.0,1858469270.0,37355890.0,210.0,295494959.0,210.0,46995373.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3120.0,1781836.0,226563906.0,567614508.0,221486.0,20400.0,7831556.0,210.0,77275787.0,2468174.0,2904517708.0,3257122219.0,454830.0,20214.0,278097221.0,727589.0,4143571.0,2736190370.0,410653.0,1879690079.0,37818447.0,210.0,298725446.0,210.0,47473710.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3150.0,1805284.0,228782614.0,573485931.0,225412.0,20616.0,7831556.0,210.0,78009834.0,2479817.0,2931911295.0,3290624846.0,459768.0,20388.0,279940723.0,737516.0,4178465.0,2776989494.0,410761.0,1899323639.0,38159924.0,210.0,302149917.0,210.0,47814697.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3180.0,1836135.0,230819002.0,578364508.0,225916.0,20790.0,7923169.0,210.0,79052890.0,2515429.0,2960603447.0,3318939707.0,463314.0,20604.0,283147525.0,742683.0,4229518.0,2793237020.0,418530.0,1916799273.0,38611437.0,210.0,305078052.0,210.0,48589589.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3210.0,1836135.0,233362555.0,585493445.0,229743.0,20964.0,8005551.0,210.0,79471286.0,2528999.0,2986503222.0,3353267277.0,468408.0,20820.0,285249950.0,749783.0,4283209.0,2823594487.0,418770.0,1937064675.0,38938585.0,210.0,307487409.0,210.0,48589589.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3240.0,1851716.0,234561286.0,589663421.0,233702.0,21180.0,8096605.0,210.0,80648183.0,2536166.0,3017358725.0,3384944394.0,471888.0,20994.0,289275976.0,756081.0,4283209.0,2853615229.0,426407.0,1947797053.0,39266939.0,210.0,311202663.0,210.0,49110809.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3270.0,1874028.0,237091331.0,596035207.0,234206.0,21354.0,8175524.0,210.0,81276748.0,2582836.0,3045094234.0,3426181200.0,476064.0,21318.0,292103945.0,763749.0,4346106.0,2880621713.0,426651.0,1984175900.0,39827845.0,210.0,313262979.0,210.0,49592666.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3300.0,1898480.0,238876492.0,601600480.0,234710.0,21528.0,8215784.0,210.0,82012527.0,2582836.0,3061404695.0,3446654053.0,480240.0,21318.0,294888516.0,771750.0,4397591.0,2907517297.0,434420.0,1984175900.0,39827845.0,210.0,316997267.0,210.0,49994014.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3330.0,1911114.0,241412359.0,605748173.0,238429.0,21744.0,8290768.0,210.0,82616159.0,2619654.0,3095597667.0,3490425512.0,484416.0,21600.0,297412361.0,778918.0,4427858.0,2935218415.0,434552.0,2007037927.0,40270467.0,210.0,320138033.0,210.0,50405933.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3360.0,1933590.0,243496819.0,612253474.0,238999.0,21918.0,8372160.0,210.0,83343770.0,2633752.0,3125578926.0,3507146106.0,489288.0,21774.0,302056319.0,785781.0,4491008.0,2954181832.0,442363.0,2029151657.0,40664251.0,210.0,323052090.0,210.0,51021960.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3390.0,1944039.0,245704747.0,618315698.0,242694.0,22092.0,8469388.0,210.0,84338571.0,2667044.0,3156401660.0,3545313034.0,495552.0,21906.0,302056319.0,791884.0,4491008.0,2976330611.0,450181.0,2056056574.0,41029153.0,210.0,327109821.0,210.0,51704556.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3420.0,1974035.0,248431513.0,626743125.0,243330.0,22350.0,8539849.0,210.0,85074921.0,2703862.0,3178188935.0,3572876819.0,495552.0,22122.0,306054403.0,798183.0,4539173.0,3007172381.0,450181.0,2056056574.0,41473847.0,210.0,327109821.0,210.0,51704556.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3450.0,1974035.0,249840882.0,626743125.0,247247.0,22482.0,8618678.0,210.0,85863948.0,2714299.0,3205307193.0,3611823442.0,502446.0,22338.0,307584599.0,805785.0,4578461.0,3029918653.0,450313.0,2075351984.0,41748973.0,210.0,330394121.0,210.0,52400622.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3480.0,2002418.0,252049311.0,633072470.0,250918.0,22698.0,8691387.0,210.0,86341474.0,2725810.0,3236420087.0,3639547267.0,505230.0,22470.0,312628143.0,814353.0,4636647.0,3056188341.0,458124.0,2096492948.0,42070223.0,210.0,334090496.0,210.0,52857554.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3510.0,2013195.0,254944904.0,638453234.0,251314.0,22872.0,8790386.0,210.0,87154300.0,2765215.0,3261950374.0,3668142132.0,510798.0,22836.0,312628143.0,819818.0,4660060.0,3084742363.0,458256.0,2112999653.0,42553072.0,210.0,336540040.0,210.0,53304364.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3540.0,2023906.0,256825585.0,643828853.0,251992.0,23088.0,8855329.0,210.0,87769458.0,2798504.0,3310029146.0,3707534913.0,513582.0,22836.0,316671694.0,826116.0,4687029.0,3109855395.0,466008.0,2134715631.0,42918578.0,210.0,339094036.0,210.0,53558692.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3570.0,2044144.0,259542403.0,648592744.0,255645.0,23412.0,8919488.0,210.0,88599569.0,2811000.0,3310029146.0,3736004263.0,517758.0,23118.0,319433972.0,833784.0,4739658.0,3137474011.0,466206.0,2152458925.0,43275694.0,210.0,341714135.0,210.0,54079480.0
report_2025-07-16_23-16-11.yaml,Scrape 5s Persistence,3600.0,2069633.0,260687338.0,654045379.0,259580.0,23412.0,9008729.0,210.0,89341685.0,2845759.0,3348435603.0,3766457439.0,521238.0,23184.0,321912866.0,840585.0,4783126.0,3165294209.0,474017.0,2172398177.0,43621747.0,210.0,344845848.0,210.0,54644859.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,30.0,26246.0,0.0,6187046.0,636.0,174.0,0.0,0.0,1592945.0,10045.0,29563211.0,37222702.0,4176.0,282.0,1940155.0,14093.0,62866.0,26026888.0,7877.0,17135595.0,72554.0,0.0,5093096.0,0.0,0.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,60.0,58371.0,2532407.0,15548623.0,636.0,390.0,92417.0,70.0,1592945.0,10045.0,57489205.0,66358681.0,7656.0,456.0,5378667.0,14093.0,131138.0,26026888.0,7877.0,48793700.0,155349.0,70.0,7590546.0,0.0,967480.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,90.0,58371.0,4769024.0,20898126.0,4469.0,606.0,165517.0,70.0,2499524.0,58825.0,89075611.0,95699309.0,11832.0,456.0,8585442.0,23047.0,131138.0,87328467.0,8009.0,48793700.0,212965.0,70.0,10846608.0,0.0,967480.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,120.0,72423.0,8738761.0,20898126.0,4469.0,780.0,309025.0,70.0,3236745.0,96251.0,117195687.0,151334416.0,19132.0,700.0,8585442.0,30014.0,181478.0,87328467.0,15820.0,83900271.0,283025.0,70.0,10846608.0,70.0,1532443.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,150.0,103757.0,8738761.0,27037010.0,9422.0,1104.0,309025.0,70.0,3949502.0,96251.0,141094219.0,151334416.0,24070.0,940.0,11669466.0,41751.0,229829.0,120754596.0,15994.0,102633268.0,354747.0,70.0,16623351.0,70.0,1914750.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,180.0,127601.0,13449318.0,32487158.0,9992.0,1104.0,402657.0,70.0,4653309.0,113525.0,184733683.0,190319349.0,28534.0,1264.0,16597697.0,49665.0,295946.0,145372828.0,23787.0,119334801.0,438987.0,70.0,19118042.0,70.0,2368343.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,210.0,127601.0,13449318.0,41214330.0,13784.0,1428.0,538940.0,70.0,5285253.0,156833.0,215996426.0,246974944.0,28534.0,1264.0,19695187.0,49665.0,330025.0,185929357.0,23787.0,138326628.0,561204.0,70.0,22150881.0,70.0,2847285.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,240.0,159918.0,15853483.0,48483890.0,14420.0,1752.0,538940.0,70.0,6520706.0,191592.0,250038773.0,274412048.0,36886.0,1654.0,21928968.0,62932.0,383727.0,185929357.0,31532.0,156057224.0,633833.0,70.0,25447174.0,70.0,3665512.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,270.0,174364.0,19474116.0,48483890.0,18080.0,1752.0,690841.0,70.0,7366691.0,205360.0,250038773.0,307998990.0,40366.0,1870.0,25327459.0,68452.0,413272.0,245686071.0,31664.0,175060188.0,633833.0,70.0,28209082.0,70.0,3665512.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,300.0,174364.0,19474116.0,54119941.0,18716.0,2226.0,758244.0,70.0,8201671.0,205360.0,279281759.0,337747442.0,44542.0,1870.0,28212680.0,77132.0,459710.0,245686071.0,39409.0,175060188.0,716166.0,70.0,30856554.0,70.0,4189511.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,330.0,200282.0,22900482.0,59632296.0,22873.0,2442.0,837654.0,70.0,8201671.0,249152.0,309329573.0,373226274.0,44542.0,2218.0,30381156.0,77132.0,493525.0,276673751.0,47220.0,211645277.0,772868.0,70.0,30856554.0,70.0,4618762.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,360.0,210567.0,26546809.0,65103918.0,26592.0,2442.0,837654.0,70.0,9038892.0,249152.0,340436671.0,403992108.0,53660.0,2434.0,30381156.0,91400.0,493525.0,306323547.0,47220.0,211645277.0,843657.0,70.0,34789722.0,70.0,5106786.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,390.0,233046.0,28756591.0,74386598.0,26592.0,2658.0,986109.0,70.0,9789906.0,290624.0,389891194.0,429117551.0,56444.0,2434.0,35934719.0,91400.0,572396.0,353030159.0,55031.0,244624327.0,913693.0,70.0,37745404.0,70.0,5785569.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,420.0,264476.0,30869107.0,74386598.0,30996.0,2898.0,1061981.0,70.0,11145728.0,304458.0,389891194.0,429117551.0,60620.0,2566.0,35934719.0,101007.0,617812.0,378996577.0,55097.0,265907453.0,978555.0,70.0,41855064.0,70.0,6307605.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,450.0,278364.0,33042261.0,86534272.0,31326.0,3184.0,1061981.0,70.0,11853464.0,344523.0,422652323.0,473601574.0,60620.0,2782.0,39182962.0,107717.0,617812.0,378996577.0,55097.0,265907453.0,1118435.0,70.0,41855064.0,70.0,6834214.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,480.0,278364.0,35289340.0,90811333.0,31326.0,3292.0,1205861.0,70.0,12592084.0,380356.0,451198859.0,503717409.0,68972.0,3130.0,42158635.0,119865.0,682837.0,407500250.0,62933.0,291000570.0,1118435.0,70.0,48673842.0,70.0,6834214.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,510.0,301335.0,35289340.0,90811333.0,35723.0,3640.0,1264257.0,70.0,13307370.0,380356.0,476719453.0,532091288.0,68972.0,3346.0,45153398.0,127841.0,732066.0,451161599.0,63177.0,305825927.0,1186062.0,70.0,48673842.0,70.0,7376462.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,540.0,335464.0,37970689.0,97748635.0,39658.0,3856.0,1366504.0,70.0,13307370.0,427347.0,507751420.0,583176677.0,75236.0,3562.0,47497615.0,127841.0,786994.0,479560879.0,70929.0,325298693.0,1324960.0,70.0,53668322.0,70.0,7807737.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,570.0,335464.0,40210756.0,108126002.0,39658.0,4030.0,1417820.0,70.0,14786982.0,442764.0,535522378.0,618610208.0,79412.0,3694.0,50111056.0,141977.0,816980.0,508951677.0,71103.0,342384848.0,1324960.0,70.0,56973039.0,70.0,8251651.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,600.0,369827.0,42360976.0,112372875.0,44013.0,4030.0,1417820.0,70.0,15531589.0,442764.0,574043314.0,653343463.0,86240.0,3910.0,55203236.0,141977.0,816980.0,535650581.0,78938.0,360231344.0,1398385.0,70.0,59892898.0,70.0,8714562.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,630.0,369827.0,46619804.0,112372875.0,44013.0,4246.0,1527506.0,140.0,16166812.0,487432.0,609610439.0,684373282.0,91112.0,4126.0,55203236.0,149197.0,869676.0,562820894.0,78938.0,377358397.0,1482942.0,140.0,62732422.0,70.0,9222301.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,660.0,404120.0,46619804.0,119824450.0,44761.0,4420.0,1661949.0,140.0,16943295.0,523971.0,638940355.0,712689722.0,91112.0,4258.0,58134568.0,157747.0,944466.0,562820894.0,86881.0,410761446.0,1540569.0,140.0,65655273.0,70.0,9592592.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,690.0,415717.0,48721722.0,130155463.0,48456.0,4594.0,1734895.0,140.0,17645059.0,535675.0,638940355.0,744797551.0,102654.0,4258.0,61143600.0,164830.0,978828.0,608610946.0,94675.0,430416421.0,1678010.0,140.0,67845562.0,70.0,10136468.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,720.0,438676.0,50874798.0,134298777.0,52729.0,4810.0,1812643.0,140.0,17645059.0,535675.0,672208168.0,744797551.0,106830.0,4610.0,64617011.0,177268.0,978828.0,641858044.0,94675.0,447328413.0,1678010.0,140.0,70786311.0,140.0,10893252.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,750.0,438676.0,53410941.0,134298777.0,53257.0,5116.0,1876715.0,140.0,18626871.0,581945.0,721625074.0,782545913.0,106830.0,4892.0,66412135.0,184186.0,1036156.0,641858044.0,94891.0,462436019.0,1814925.0,140.0,73398951.0,140.0,10893252.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,780.0,470665.0,55625983.0,142654369.0,53257.0,5290.0,1876715.0,140.0,19398562.0,618895.0,751185970.0,818639329.0,111834.0,5108.0,71769597.0,184186.0,1079405.0,672682302.0,102643.0,462436019.0,1889367.0,140.0,76902779.0,140.0,11417812.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,810.0,470665.0,59405669.0,146866350.0,57546.0,5290.0,1979044.0,140.0,20048161.0,618895.0,751185970.0,849288690.0,116232.0,5240.0,71769597.0,192464.0,1120690.0,700517048.0,110536.0,488894683.0,1889367.0,140.0,76902779.0,140.0,11893329.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,840.0,507426.0,59405669.0,155840040.0,61373.0,5506.0,2053859.0,140.0,21380010.0,631919.0,781607254.0,878233194.0,122496.0,5456.0,74931539.0,200010.0,1157784.0,725602641.0,110536.0,505712086.0,1961961.0,140.0,80671632.0,140.0,12305323.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,870.0,516936.0,61977016.0,161373470.0,61373.0,5638.0,2127161.0,140.0,21380010.0,668605.0,810193987.0,912772103.0,128064.0,5630.0,77558890.0,210122.0,1226030.0,754414735.0,118389.0,524743751.0,2099568.0,140.0,83535193.0,140.0,13083426.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,900.0,540682.0,64197794.0,161373470.0,65662.0,5854.0,2204626.0,140.0,22282992.0,712199.0,854074001.0,963866687.0,128064.0,5846.0,82382243.0,218740.0,1272027.0,777369237.0,118389.0,555440723.0,2099568.0,140.0,87804487.0,140.0,13522106.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,930.0,554734.0,68197529.0,172122087.0,66124.0,5986.0,2317685.0,140.0,23021433.0,725769.0,888336641.0,963866687.0,133632.0,6020.0,82382243.0,225958.0,1272027.0,803248677.0,118713.0,570664138.0,2172018.0,140.0,87804487.0,140.0,13991487.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,960.0,576885.0,68197529.0,178062609.0,69958.0,6202.0,2317685.0,140.0,23687029.0,725769.0,888336641.0,999874347.0,137112.0,6194.0,87232306.0,232878.0,1320522.0,829621601.0,118713.0,588456713.0,2311687.0,140.0,93750712.0,140.0,14454398.0
report_2025-07-17_00-30-49.yaml,Scrape 30s Persistence,990.0,588154.0,71143628.0,178062609.0,70462.0,6334.0,2421798.0,140.0,24782712.0,761714.0,919434567.0,1037194352.0,140592.0,6368.0,90359593.0,240160.0,1357781.0,859227417.0,126440.0,609650333.0,2311687.0,140.0,96866616.0,140.0,15005995.0
