report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,currency_system-under-evaluation,elasticsearch_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,kafka_system-under-evaluation,opensearch_system-under-evaluation,opentelemetry-collector_system-under-evaluation,payment_system-under-evaluation,prometheus_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,valkey-cart_system-under-evaluation
report_2025-07-17_03-00-32.yaml,10% Persistence,3570.0,0.0,20819968.0,,13415743488.0,0.0,0.0,19247104.0,0.0,0.0,466944.0,0.0,96739328.0,10559434752.0,,0.0,115994624.0,,0.0,172032.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3600.0,0.0,20975616.0,,13706932224.0,0.0,0.0,19402752.0,0.0,0.0,466944.0,0.0,97447936.0,10653487104.0,,0.0,117133312.0,,0.0,172032.0
report_2025-07-17_04-15-12.yaml,50% Persistence,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
report_2025-07-17_04-15-12.yaml,50% Persistence,30.0,0.0,196608.0,,673378304.0,0.0,0.0,221184.0,0.0,0.0,0.0,0.0,847872.0,69513216.0,,0.0,1290240.0,,0.0,0.0
report_2025-07-17_04-15-12.yaml,50% Persistence,60.0,0.0,352256.0,,944730112.0,0.0,0.0,385024.0,0.0,0.0,0.0,0.0,1662976.0,157290496.0,,0.0,1511424.0,,0.0,0.0
report_2025-07-17_04-15-12.yaml,50% Persistence,90.0,0.0,540672.0,,1698123776.0,0.0,0.0,638976.0,0.0,0.0,114688.0,0.0,2789376.0,217911296.0,,0.0,2826240.0,,0.0,0.0
report_2025-07-17_04-15-12.yaml,50% Persistence,120.0,0.0,786432.0,,1943965696.0,0.0,0.0,856064.0,0.0,0.0,114688.0,0.0,3223552.0,325009408.0,,0.0,3051520.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,150.0,0.0,983040.0,,2736250880.0,0.0,0.0,901120.0,0.0,0.0,114688.0,0.0,4214784.0,396369920.0,,0.0,4386816.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,180.0,0.0,1130496.0,,3020742656.0,0.0,0.0,1093632.0,0.0,0.0,114688.0,0.0,5275648.0,450953216.0,,0.0,4608000.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,210.0,0.0,1359872.0,,3722166272.0,0.0,0.0,1302528.0,0.0,0.0,114688.0,0.0,5922816.0,530923520.0,,0.0,5603328.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,240.0,0.0,1449984.0,,4129366016.0,0.0,0.0,1449984.0,0.0,0.0,114688.0,0.0,6950912.0,626155520.0,,0.0,5926912.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,270.0,0.0,1662976.0,,4429684736.0,0.0,0.0,1646592.0,0.0,0.0,114688.0,0.0,7704576.0,677027840.0,,0.0,7409664.0,,0.0,8192.0
report_2025-07-17_04-15-12.yaml,50% Persistence,300.0,0.0,1888256.0,,4823805952.0,0.0,0.0,1843200.0,0.0,0.0,114688.0,0.0,8892416.0,742952960.0,,0.0,7507968.0,,0.0,16384.0
report_2025-07-17_04-15-12.yaml,50% Persistence,330.0,0.0,2052096.0,,5315010560.0,0.0,0.0,1990656.0,0.0,0.0,114688.0,0.0,9793536.0,825356288.0,,0.0,8249344.0,,0.0,16384.0
report_2025-07-17_04-15-12.yaml,50% Persistence,360.0,0.0,2260992.0,,5550858240.0,0.0,0.0,2154496.0,0.0,0.0,114688.0,0.0,10739712.0,886964224.0,,0.0,9019392.0,,0.0,16384.0
report_2025-07-17_04-15-12.yaml,50% Persistence,390.0,0.0,2433024.0,,6017638400.0,0.0,0.0,2326528.0,0.0,0.0,262144.0,0.0,11509760.0,997576704.0,,0.0,9752576.0,,0.0,16384.0
report_2025-07-17_04-15-12.yaml,50% Persistence,420.0,0.0,2596864.0,,6355984384.0,0.0,0.0,2498560.0,0.0,0.0,262144.0,0.0,12308480.0,1062060032.0,,0.0,10489856.0,,0.0,16384.0
report_2025-07-17_04-15-12.yaml,50% Persistence,450.0,0.0,2764800.0,,7018881024.0,0.0,0.0,2625536.0,0.0,0.0,262144.0,0.0,13361152.0,1154523136.0,,0.0,11235328.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,480.0,0.0,2945024.0,,7184445440.0,0.0,0.0,2813952.0,0.0,0.0,262144.0,0.0,14118912.0,1215897600.0,,0.0,12070912.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,510.0,0.0,3178496.0,,7773478912.0,0.0,0.0,3006464.0,0.0,0.0,262144.0,0.0,15179776.0,1279246336.0,,0.0,12718080.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,540.0,0.0,3334144.0,,8075247616.0,0.0,0.0,3178496.0,0.0,0.0,262144.0,0.0,15724544.0,1351094272.0,,0.0,13463552.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,570.0,0.0,3432448.0,,8670121984.0,0.0,0.0,3383296.0,0.0,0.0,262144.0,0.0,16707584.0,1440608256.0,,0.0,14209024.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,600.0,0.0,3661824.0,,9084502016.0,0.0,0.0,3567616.0,0.0,0.0,262144.0,0.0,17760256.0,1497272320.0,,0.0,14856192.0,,0.0,24576.0
report_2025-07-17_04-15-12.yaml,50% Persistence,630.0,0.0,3837952.0,,9551650816.0,0.0,0.0,3670016.0,0.0,0.0,262144.0,0.0,18612224.0,1612333056.0,,0.0,15691776.0,,0.0,32768.0
report_2025-07-17_04-15-12.yaml,50% Persistence,660.0,0.0,4046848.0,,9857884160.0,0.0,0.0,3850240.0,0.0,0.0,262144.0,0.0,19673088.0,1643978752.0,,0.0,16527360.0,,0.0,32768.0
report_2025-07-17_04-15-12.yaml,50% Persistence,690.0,0.0,4227072.0,,10458882048.0,0.0,0.0,4005888.0,0.0,0.0,282624.0,0.0,20004864.0,1849712640.0,,0.0,17821696.0,,0.0,32768.0
report_2025-07-17_04-15-12.yaml,50% Persistence,720.0,0.0,4366336.0,,10760028160.0,0.0,0.0,4161536.0,0.0,0.0,303104.0,0.0,21295104.0,2131726336.0,,0.0,17920000.0,,0.0,32768.0
report_2025-07-17_04-15-12.yaml,50% Persistence,750.0,0.0,4595712.0,,11374661632.0,0.0,0.0,4329472.0,0.0,0.0,303104.0,0.0,22069248.0,2202587136.0,,0.0,18665472.0,,0.0,32768.0
report_2025-07-17_04-15-12.yaml,50% Persistence,780.0,0.0,4775936.0,,11765006336.0,0.0,0.0,4521984.0,0.0,0.0,303104.0,0.0,22827008.0,2286379008.0,,0.0,19312640.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,810.0,0.0,4931584.0,,12542205952.0,0.0,0.0,4739072.0,0.0,0.0,303104.0,0.0,23674880.0,2356322304.0,,0.0,20815872.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,840.0,0.0,5111808.0,,12826820608.0,0.0,0.0,4829184.0,0.0,0.0,303104.0,0.0,24870912.0,2433368064.0,,0.0,21045248.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,870.0,0.0,5308416.0,,13821693952.0,0.0,0.0,5001216.0,0.0,0.0,303104.0,0.0,25620480.0,2534154240.0,,0.0,22392832.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,900.0,0.0,5492736.0,,14113341440.0,0.0,0.0,5173248.0,0.0,0.0,303104.0,0.0,26300416.0,2590314496.0,,0.0,22609920.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,930.0,0.0,5664768.0,,14595772416.0,0.0,0.0,5328896.0,0.0,0.0,303104.0,0.0,26914816.0,2641608704.0,,0.0,23941120.0,,0.0,40960.0
report_2025-07-17_04-15-12.yaml,50% Persistence,960.0,0.0,5840896.0,,14929268736.0,0.0,0.0,5505024.0,0.0,0.0,303104.0,0.0,27639808.0,2745757696.0,,0.0,24170496.0,,0.0,49152.0
report_2025-07-17_04-15-12.yaml,50% Persistence,990.0,0.0,6025216.0,,15644704768.0,0.0,0.0,5656576.0,0.0,0.0,303104.0,0.0,28385280.0,2789072896.0,,0.0,25485312.0,,0.0,49152.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1020.0,0.0,6172672.0,,16075755520.0,0.0,0.0,5832704.0,0.0,0.0,303104.0,0.0,29151232.0,2887987200.0,,0.0,25710592.0,,0.0,49152.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1050.0,0.0,6344704.0,,16509489152.0,0.0,0.0,6000640.0,0.0,0.0,303104.0,0.0,29855744.0,2944122880.0,,0.0,27045888.0,,0.0,49152.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1080.0,0.0,6529024.0,,16788684800.0,0.0,0.0,6168576.0,0.0,0.0,303104.0,0.0,30601216.0,3033722880.0,,0.0,27262976.0,,0.0,49152.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1110.0,0.0,6725632.0,,17165201408.0,0.0,0.0,6291456.0,0.0,0.0,303104.0,0.0,31268864.0,3091202048.0,,0.0,28590080.0,,0.0,53248.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1140.0,0.0,6881280.0,,17524498432.0,0.0,0.0,6475776.0,0.0,0.0,303104.0,0.0,31997952.0,3163160576.0,,0.0,28831744.0,,0.0,57344.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1170.0,0.0,7061504.0,,17922297856.0,0.0,0.0,6627328.0,0.0,0.0,303104.0,0.0,32489472.0,3246010368.0,,0.0,30158848.0,,0.0,57344.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1200.0,0.0,7233536.0,,18354556928.0,0.0,0.0,6750208.0,0.0,0.0,303104.0,0.0,33284096.0,3291049984.0,,0.0,30375936.0,,0.0,57344.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1230.0,0.0,7430144.0,,19396767744.0,0.0,0.0,6930432.0,0.0,0.0,303104.0,0.0,34152448.0,3700969472.0,,0.0,31703040.0,,0.0,57344.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1260.0,0.0,7569408.0,,19709587456.0,0.0,0.0,7061504.0,0.0,0.0,303104.0,0.0,34914304.0,3779547136.0,,0.0,31936512.0,,0.0,57344.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1290.0,0.0,7733248.0,,19895095296.0,0.0,0.0,7237632.0,0.0,0.0,344064.0,0.0,35975168.0,3855888384.0,,0.0,33230848.0,,0.0,65536.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1320.0,0.0,7938048.0,,20384227328.0,0.0,0.0,7376896.0,0.0,0.0,344064.0,0.0,36466688.0,3943809024.0,,0.0,33472512.0,,0.0,65536.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1350.0,0.0,8052736.0,,21074706432.0,0.0,0.0,7528448.0,0.0,0.0,344064.0,0.0,37412864.0,4013117440.0,,0.0,34787328.0,,0.0,65536.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1380.0,0.0,8228864.0,,21456949248.0,0.0,0.0,7675904.0,0.0,0.0,344064.0,0.0,38109184.0,4066680832.0,,0.0,35024896.0,,0.0,65536.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1410.0,0.0,8437760.0,,22429683712.0,0.0,0.0,7827456.0,0.0,0.0,344064.0,0.0,38850560.0,4165214208.0,,0.0,36327424.0,,0.0,65536.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1440.0,0.0,8585216.0,,22896959488.0,0.0,0.0,8011776.0,0.0,0.0,344064.0,0.0,39583744.0,4217630720.0,,0.0,36577280.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1470.0,0.0,8814592.0,,23314264064.0,0.0,0.0,8155136.0,0.0,0.0,344064.0,0.0,40267776.0,4311228416.0,,0.0,37933056.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1500.0,0.0,8966144.0,,23730790400.0,0.0,0.0,8339456.0,0.0,0.0,344064.0,0.0,40865792.0,4361834496.0,,0.0,38137856.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1530.0,0.0,9166848.0,,24128933888.0,0.0,0.0,8495104.0,0.0,0.0,344064.0,0.0,41570304.0,4475265024.0,,0.0,39448576.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1560.0,0.0,9314304.0,,24538734592.0,0.0,0.0,8683520.0,0.0,0.0,344064.0,0.0,42369024.0,4533415936.0,,0.0,39694336.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1590.0,0.0,9510912.0,,25008189440.0,0.0,0.0,8806400.0,0.0,0.0,344064.0,0.0,43114496.0,4592111616.0,,0.0,40992768.0,,0.0,73728.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1620.0,0.0,9682944.0,,25430482944.0,0.0,0.0,8953856.0,0.0,0.0,344064.0,0.0,43778048.0,4662071296.0,,0.0,41242624.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1650.0,0.0,9904128.0,,25617129472.0,0.0,0.0,9191424.0,0.0,0.0,344064.0,0.0,44802048.0,4745756672.0,,0.0,42541056.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1680.0,0.0,9986048.0,,26176303104.0,0.0,0.0,9310208.0,0.0,0.0,344064.0,0.0,45953024.0,4808876032.0,,0.0,42799104.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1710.0,0.0,10207232.0,,26967343104.0,0.0,0.0,9486336.0,0.0,0.0,344064.0,0.0,46239744.0,4897062912.0,,0.0,44093440.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1740.0,0.0,10383360.0,,27116609536.0,0.0,0.0,9658368.0,0.0,0.0,344064.0,0.0,47562752.0,4966150144.0,,0.0,44347392.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1770.0,0.0,10518528.0,,27884613632.0,0.0,0.0,9822208.0,0.0,0.0,344064.0,0.0,48316416.0,5019631616.0,,0.0,45756416.0,,0.0,81920.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1800.0,0.0,10731520.0,,28293316608.0,0.0,0.0,9973760.0,0.0,0.0,344064.0,0.0,49205248.0,5437267968.0,,0.0,45867008.0,,0.0,90112.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1830.0,0.0,10924032.0,,28914126848.0,0.0,0.0,10104832.0,0.0,0.0,344064.0,0.0,49946624.0,5486764032.0,,0.0,47214592.0,,0.0,90112.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1860.0,0.0,11059200.0,,29348401152.0,0.0,0.0,10260480.0,0.0,0.0,344064.0,0.0,50737152.0,5582639104.0,,0.0,47431680.0,,0.0,90112.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1890.0,0.0,11198464.0,,29794926592.0,0.0,0.0,10416128.0,0.0,0.0,385024.0,0.0,51548160.0,5640351744.0,,0.0,48758784.0,,0.0,90112.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1920.0,0.0,11476992.0,,30021402624.0,0.0,0.0,10575872.0,0.0,0.0,385024.0,0.0,52461568.0,5733515264.0,,0.0,48992256.0,,0.0,90112.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1950.0,0.0,11624448.0,,31329894400.0,0.0,0.0,10805248.0,0.0,0.0,385024.0,0.0,53211136.0,5796016128.0,,0.0,50294784.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,1980.0,0.0,11780096.0,,31518990336.0,0.0,0.0,10940416.0,0.0,0.0,385024.0,0.0,53907456.0,5883211776.0,,0.0,50540544.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2010.0,0.0,12013568.0,,31952371712.0,0.0,0.0,11051008.0,0.0,0.0,385024.0,0.0,54624256.0,5935452160.0,,0.0,51204096.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2040.0,0.0,12124160.0,,32418447360.0,0.0,0.0,11243520.0,0.0,0.0,385024.0,0.0,55218176.0,6025846784.0,,0.0,52023296.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2070.0,0.0,12300288.0,,32829743104.0,0.0,0.0,11423744.0,0.0,0.0,385024.0,0.0,55906304.0,6098001920.0,,0.0,53022720.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2100.0,0.0,12464128.0,,33132408832.0,0.0,0.0,11591680.0,0.0,0.0,385024.0,0.0,56897536.0,6192021504.0,,0.0,53460992.0,,0.0,98304.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2130.0,0.0,12648448.0,,33624850432.0,0.0,0.0,11763712.0,0.0,0.0,385024.0,0.0,57171968.0,6244098048.0,,0.0,54222848.0,,0.0,106496.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2160.0,0.0,12816384.0,,33916993536.0,0.0,0.0,11898880.0,0.0,0.0,385024.0,0.0,58261504.0,6344769536.0,,0.0,54865920.0,,0.0,106496.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2190.0,0.0,12943360.0,,34536333312.0,0.0,0.0,12083200.0,0.0,0.0,385024.0,0.0,58654720.0,6421082112.0,,0.0,55062528.0,,0.0,106496.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2220.0,0.0,13123584.0,,34849857536.0,0.0,0.0,12238848.0,0.0,0.0,385024.0,0.0,59518976.0,6489989120.0,,0.0,56356864.0,,0.0,106496.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2250.0,0.0,13283328.0,,35309367296.0,0.0,0.0,12435456.0,0.0,0.0,385024.0,0.0,60178432.0,6572011520.0,,0.0,57143296.0,,0.0,106496.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2280.0,0.0,13504512.0,,35614810112.0,0.0,0.0,12648448.0,0.0,0.0,385024.0,0.0,60813312.0,6632161280.0,,0.0,57970688.0,,0.0,110592.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2310.0,0.0,13639680.0,,36131430400.0,0.0,0.0,12767232.0,0.0,0.0,385024.0,0.0,61763584.0,6712578048.0,,0.0,58634240.0,,0.0,114688.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2340.0,0.0,13811712.0,,36756635648.0,0.0,0.0,12967936.0,0.0,0.0,385024.0,0.0,62525440.0,6780997632.0,,0.0,59453440.0,,0.0,114688.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2370.0,0.0,14004224.0,,37251248128.0,0.0,0.0,13033472.0,0.0,0.0,385024.0,0.0,63488000.0,7126507520.0,,0.0,60141568.0,,0.0,114688.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2400.0,0.0,14204928.0,,37635661824.0,0.0,0.0,13262848.0,0.0,0.0,385024.0,0.0,64385024.0,7235932160.0,,0.0,60944384.0,,0.0,114688.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2430.0,0.0,14307328.0,,38234066944.0,0.0,0.0,13357056.0,0.0,0.0,385024.0,0.0,64999424.0,7334318080.0,,0.0,62230528.0,,0.0,114688.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2460.0,0.0,14499840.0,,38686507008.0,0.0,0.0,13561856.0,0.0,0.0,385024.0,0.0,66052096.0,7397109760.0,,0.0,62435328.0,,0.0,122880.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2490.0,0.0,14696448.0,,39515983872.0,0.0,0.0,13709312.0,0.0,0.0,425984.0,0.0,66949120.0,7485022208.0,,0.0,63721472.0,,0.0,122880.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2520.0,0.0,14831616.0,,40086982656.0,0.0,0.0,13860864.0,0.0,0.0,425984.0,0.0,67682304.0,7540932608.0,,0.0,63918080.0,,0.0,122880.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2550.0,0.0,15032320.0,,40383836160.0,0.0,0.0,14032896.0,0.0,0.0,425984.0,0.0,68653056.0,7618883584.0,,0.0,65212416.0,,0.0,122880.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2580.0,0.0,15187968.0,,40802889728.0,0.0,0.0,14184448.0,0.0,0.0,425984.0,0.0,69427200.0,7694016512.0,,0.0,65409024.0,,0.0,122880.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2610.0,0.0,15343616.0,,41082880000.0,0.0,0.0,14311424.0,0.0,0.0,425984.0,0.0,70348800.0,7770632192.0,,0.0,66703360.0,,0.0,126976.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2640.0,0.0,15507456.0,,41629515776.0,0.0,0.0,14462976.0,0.0,0.0,425984.0,0.0,71077888.0,7831638016.0,,0.0,66801664.0,,0.0,131072.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2670.0,0.0,15663104.0,,42078736384.0,0.0,0.0,14622720.0,0.0,0.0,425984.0,0.0,72003584.0,7926870016.0,,0.0,68194304.0,,0.0,131072.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2700.0,0.0,15831040.0,,42458918912.0,0.0,0.0,14757888.0,0.0,0.0,425984.0,0.0,72966144.0,7988367360.0,,0.0,68292608.0,,0.0,131072.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2730.0,0.0,16019456.0,,43984977920.0,0.0,0.0,14938112.0,0.0,0.0,425984.0,0.0,73654272.0,8097521664.0,,0.0,69046272.0,,0.0,131072.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2760.0,0.0,16187392.0,,45212151808.0,0.0,0.0,15114240.0,0.0,0.0,425984.0,0.0,74608640.0,8141516800.0,,0.0,69881856.0,,0.0,131072.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2790.0,0.0,16355328.0,,48468668416.0,0.0,0.0,15233024.0,0.0,0.0,425984.0,0.0,75726848.0,8183906304.0,,0.0,71204864.0,,0.0,139264.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2820.0,0.0,16482304.0,,50473553920.0,0.0,0.0,15376384.0,0.0,0.0,425984.0,0.0,76537856.0,8300597248.0,,0.0,71454720.0,,0.0,139264.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2850.0,0.0,16654336.0,,51146551296.0,0.0,0.0,15605760.0,0.0,0.0,425984.0,0.0,77295616.0,8349708288.0,,0.0,72749056.0,,0.0,139264.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2880.0,0.0,16830464.0,,51410444288.0,0.0,0.0,15699968.0,0.0,0.0,425984.0,0.0,78016512.0,8724512768.0,,0.0,72978432.0,,0.0,139264.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2910.0,0.0,17006592.0,,51949883392.0,0.0,0.0,15839232.0,0.0,0.0,425984.0,0.0,79134720.0,8814325760.0,,0.0,74313728.0,,0.0,139264.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2940.0,0.0,17149952.0,,52444123136.0,0.0,0.0,15994880.0,0.0,0.0,425984.0,0.0,79998976.0,8911908864.0,,0.0,74555392.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,2970.0,0.0,17321984.0,,52842475520.0,0.0,0.0,16150528.0,0.0,0.0,425984.0,0.0,80695296.0,8967000064.0,,0.0,75546624.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3000.0,0.0,17473536.0,,53270724608.0,0.0,0.0,16318464.0,0.0,0.0,425984.0,0.0,81555456.0,9060397056.0,,0.0,76111872.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3030.0,0.0,17645568.0,,53724119040.0,0.0,0.0,16470016.0,0.0,0.0,425984.0,0.0,82505728.0,9115815936.0,,0.0,77418496.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3060.0,0.0,17801216.0,,54164107264.0,0.0,0.0,16642048.0,0.0,0.0,425984.0,0.0,83210240.0,9205698560.0,,0.0,77664256.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3090.0,0.0,18001920.0,,55704608768.0,0.0,0.0,16764928.0,0.0,0.0,466944.0,0.0,84070400.0,9270153216.0,,0.0,78974976.0,,0.0,147456.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3120.0,0.0,18186240.0,,56391163904.0,0.0,0.0,16920576.0,0.0,0.0,466944.0,0.0,85102592.0,9367719936.0,,0.0,79245312.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3150.0,0.0,18309120.0,,59511889920.0,0.0,0.0,17055744.0,0.0,0.0,466944.0,0.0,85647360.0,9418735616.0,,0.0,80199680.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3180.0,0.0,18489344.0,,59661012992.0,0.0,0.0,17174528.0,0.0,0.0,466944.0,0.0,86585344.0,9504071680.0,,0.0,80769024.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3210.0,0.0,18632704.0,,60070240256.0,0.0,0.0,17371136.0,0.0,0.0,466944.0,0.0,87584768.0,9546833920.0,,0.0,82063360.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3240.0,0.0,18767872.0,,60356526080.0,0.0,0.0,17518592.0,0.0,0.0,466944.0,0.0,88530944.0,9607876608.0,,0.0,82296832.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3270.0,0.0,18968576.0,,61072211968.0,0.0,0.0,17682432.0,0.0,0.0,466944.0,0.0,88952832.0,9707507712.0,,0.0,83611648.0,,0.0,155648.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3300.0,0.0,19132416.0,,61403918336.0,0.0,0.0,17817600.0,0.0,0.0,466944.0,0.0,90079232.0,9782345728.0,,0.0,83808256.0,,0.0,163840.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3330.0,0.0,19296256.0,,61924265984.0,0.0,0.0,17952768.0,0.0,0.0,466944.0,0.0,91090944.0,9848320000.0,,0.0,85094400.0,,0.0,163840.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3360.0,0.0,19488768.0,,62347599872.0,0.0,0.0,18120704.0,0.0,0.0,466944.0,0.0,91615232.0,9918574592.0,,0.0,85192704.0,,0.0,163840.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3390.0,0.0,19615744.0,,62734155776.0,0.0,0.0,18309120.0,0.0,0.0,466944.0,0.0,92516352.0,10004762624.0,,0.0,86585344.0,,0.0,163840.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3420.0,0.0,19767296.0,,63593164800.0,0.0,0.0,18432000.0,0.0,0.0,466944.0,0.0,93372416.0,10061152256.0,,0.0,86683648.0,,0.0,163840.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3450.0,0.0,19955712.0,,63907893248.0,0.0,0.0,18583552.0,0.0,0.0,466944.0,0.0,94244864.0,10324873216.0,,0.0,88076288.0,,0.0,172032.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3480.0,0.0,20119552.0,,64320839680.0,0.0,0.0,18759680.0,0.0,0.0,466944.0,0.0,95137792.0,10527748096.0,,0.0,88281088.0,,0.0,172032.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3510.0,0.0,20320256.0,,64719413248.0,0.0,0.0,18948096.0,0.0,0.0,466944.0,0.0,95928320.0,10630803456.0,,0.0,89714688.0,,0.0,172032.0
report_2025-07-17_04-15-12.yaml,50% Persistence,3540.0,0.0,20500480.0,,65023389696.0,0.0,0.0,19079168.0,0.0,0.0,466944.0,0.0,96817152.0,10698526720.0,,0.0,89829376.0,,0.0,172032.0
