report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,currency_system-under-evaluation,elasticsearch_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,kafka_system-under-evaluation,opensearch_system-under-evaluation,opentelemetry-collector_system-under-evaluation,payment_system-under-evaluation,prometheus_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,valkey-cart_system-under-evaluation
report_2025-07-17_01-45-27.yaml,5% Persistence,3570.0,0.0,16371712.0,,7959945216.0,0.0,0.0,19111936.0,0.0,0.0,466944.0,0.0,92913664.0,10613305344.0,,0.0,107368448.0,,0.0,172032.0
report_2025-07-17_01-45-27.yaml,5% Persistence,3600.0,0.0,16547840.0,,8021725184.0,0.0,0.0,19337216.0,0.0,0.0,466944.0,0.0,94490624.0,10689966080.0,,0.0,107454464.0,,0.0,176128.0
report_2025-07-17_03-00-32.yaml,10% Persistence,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
report_2025-07-17_03-00-32.yaml,10% Persistence,30.0,0.0,180224.0,,85184512.0,0.0,0.0,139264.0,0.0,0.0,0.0,0.0,868352.0,67616768.0,,0.0,1441792.0,,0.0,0.0
report_2025-07-17_03-00-32.yaml,10% Persistence,60.0,0.0,344064.0,,181415936.0,0.0,0.0,368640.0,0.0,0.0,0.0,0.0,1404928.0,143896576.0,,0.0,2203648.0,,0.0,0.0
report_2025-07-17_03-00-32.yaml,10% Persistence,90.0,0.0,532480.0,,289198080.0,0.0,0.0,548864.0,0.0,0.0,0.0,0.0,2150400.0,205422592.0,,0.0,2203648.0,,0.0,0.0
report_2025-07-17_03-00-32.yaml,10% Persistence,120.0,0.0,753664.0,,383979520.0,0.0,0.0,696320.0,0.0,0.0,114688.0,0.0,2895872.0,312696832.0,,0.0,2908160.0,,0.0,8192.0
report_2025-07-17_03-00-32.yaml,10% Persistence,150.0,0.0,950272.0,,498466816.0,0.0,0.0,864256.0,0.0,0.0,114688.0,0.0,3842048.0,368013312.0,,0.0,4091904.0,,0.0,8192.0
report_2025-07-17_03-00-32.yaml,10% Persistence,180.0,0.0,1130496.0,,570339328.0,0.0,0.0,1060864.0,0.0,0.0,114688.0,0.0,4673536.0,452976640.0,,0.0,4870144.0,,0.0,8192.0
report_2025-07-17_03-00-32.yaml,10% Persistence,210.0,0.0,1302528.0,,687194112.0,0.0,0.0,1277952.0,0.0,0.0,114688.0,0.0,5419008.0,510779392.0,,0.0,5648384.0,,0.0,8192.0
report_2025-07-17_03-00-32.yaml,10% Persistence,240.0,0.0,1470464.0,,767488000.0,0.0,0.0,1417216.0,0.0,0.0,114688.0,0.0,6336512.0,604688384.0,,0.0,6053888.0,,0.0,8192.0
report_2025-07-17_03-00-32.yaml,10% Persistence,270.0,0.0,1630208.0,,884416512.0,0.0,0.0,1622016.0,0.0,0.0,114688.0,0.0,7217152.0,666443776.0,,0.0,7520256.0,,0.0,12288.0
report_2025-07-17_03-00-32.yaml,10% Persistence,300.0,0.0,1875968.0,,966291456.0,0.0,0.0,1810432.0,0.0,0.0,114688.0,0.0,8056832.0,716890112.0,,0.0,7585792.0,,0.0,16384.0
report_2025-07-17_03-00-32.yaml,10% Persistence,330.0,0.0,2056192.0,,1063403520.0,0.0,0.0,1961984.0,0.0,0.0,114688.0,0.0,8888320.0,804421632.0,,0.0,8421376.0,,0.0,16384.0
report_2025-07-17_03-00-32.yaml,10% Persistence,360.0,0.0,2244608.0,,1555894272.0,0.0,0.0,2129920.0,0.0,0.0,114688.0,0.0,9678848.0,868098048.0,,0.0,9547776.0,,0.0,16384.0
report_2025-07-17_03-00-32.yaml,10% Persistence,390.0,0.0,2424832.0,,1665437696.0,0.0,0.0,2301952.0,0.0,0.0,114688.0,0.0,10399744.0,966193152.0,,0.0,9846784.0,,0.0,16384.0
report_2025-07-17_03-00-32.yaml,10% Persistence,420.0,0.0,2629632.0,,1713537024.0,0.0,0.0,2478080.0,0.0,0.0,262144.0,0.0,11169792.0,1034637312.0,,0.0,10559488.0,,0.0,16384.0
report_2025-07-17_03-00-32.yaml,10% Persistence,450.0,0.0,2752512.0,,1846972416.0,0.0,0.0,2617344.0,0.0,0.0,262144.0,0.0,11894784.0,1122185216.0,,0.0,11743232.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,480.0,0.0,2965504.0,,1927331840.0,0.0,0.0,2768896.0,0.0,0.0,262144.0,0.0,12763136.0,1185316864.0,,0.0,12505088.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,510.0,0.0,3112960.0,,2032488448.0,0.0,0.0,2904064.0,0.0,0.0,262144.0,0.0,13713408.0,1267527680.0,,0.0,13279232.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,540.0,0.0,3293184.0,,2128252928.0,0.0,0.0,3112960.0,0.0,0.0,262144.0,0.0,14598144.0,1313009664.0,,0.0,14422016.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,570.0,0.0,3506176.0,,2240614400.0,0.0,0.0,3297280.0,0.0,0.0,262144.0,0.0,15540224.0,1690271744.0,,0.0,14798848.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,600.0,0.0,3670016.0,,2316632064.0,0.0,0.0,3514368.0,0.0,0.0,262144.0,0.0,16408576.0,1785937920.0,,0.0,15958016.0,,0.0,24576.0
report_2025-07-17_03-00-32.yaml,10% Persistence,630.0,0.0,3874816.0,,2424762368.0,0.0,0.0,3645440.0,0.0,0.0,262144.0,0.0,17428480.0,1873129472.0,,0.0,16683008.0,,0.0,32768.0
report_2025-07-17_03-00-32.yaml,10% Persistence,660.0,0.0,4063232.0,,2514755584.0,0.0,0.0,3801088.0,0.0,0.0,262144.0,0.0,18186240.0,1932275712.0,,0.0,17514496.0,,0.0,32768.0
report_2025-07-17_03-00-32.yaml,10% Persistence,690.0,0.0,4251648.0,,2622914560.0,0.0,0.0,3997696.0,0.0,0.0,262144.0,0.0,18980864.0,2003173376.0,,0.0,18202624.0,,0.0,32768.0
report_2025-07-17_03-00-32.yaml,10% Persistence,720.0,0.0,4440064.0,,2706919424.0,0.0,0.0,4161536.0,0.0,0.0,303104.0,0.0,20033536.0,2070118400.0,,0.0,19021824.0,,0.0,32768.0
report_2025-07-17_03-00-32.yaml,10% Persistence,750.0,0.0,4616192.0,,2805448704.0,0.0,0.0,4317184.0,0.0,0.0,303104.0,0.0,20758528.0,2150969344.0,,0.0,19021824.0,,0.0,32768.0
report_2025-07-17_03-00-32.yaml,10% Persistence,780.0,0.0,4751360.0,,2869600256.0,0.0,0.0,4513792.0,0.0,0.0,303104.0,0.0,21708800.0,2201079808.0,,0.0,19734528.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,810.0,0.0,4939776.0,,2990510080.0,0.0,0.0,4685824.0,0.0,0.0,303104.0,0.0,22540288.0,2290331648.0,,0.0,20918272.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,840.0,0.0,5144576.0,,3079864320.0,0.0,0.0,4853760.0,0.0,0.0,303104.0,0.0,23592960.0,2352091136.0,,0.0,21671936.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,870.0,0.0,5283840.0,,3195977728.0,0.0,0.0,5005312.0,0.0,0.0,303104.0,0.0,24268800.0,2445344768.0,,0.0,22437888.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,900.0,0.0,5464064.0,,3285544960.0,0.0,0.0,5169152.0,0.0,0.0,303104.0,0.0,25362432.0,2510700544.0,,0.0,23224320.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,930.0,0.0,5660672.0,,3389849600.0,0.0,0.0,5324800.0,0.0,0.0,303104.0,0.0,26181632.0,2576375808.0,,0.0,24338432.0,,0.0,40960.0
report_2025-07-17_03-00-32.yaml,10% Persistence,960.0,0.0,5849088.0,,3460395008.0,0.0,0.0,5500928.0,0.0,0.0,303104.0,0.0,27090944.0,2658238464.0,,0.0,24772608.0,,0.0,49152.0
report_2025-07-17_03-00-32.yaml,10% Persistence,990.0,0.0,6021120.0,,3573673984.0,0.0,0.0,5681152.0,0.0,0.0,303104.0,0.0,27865088.0,2713849856.0,,0.0,25886720.0,,0.0,49152.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1020.0,0.0,6209536.0,,4066156544.0,0.0,0.0,5857280.0,0.0,0.0,303104.0,0.0,28639232.0,2803466240.0,,0.0,26316800.0,,0.0,49152.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1050.0,0.0,6332416.0,,4182769664.0,0.0,0.0,5963776.0,0.0,0.0,303104.0,0.0,29323264.0,2864472064.0,,0.0,26779648.0,,0.0,49152.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1080.0,0.0,6488064.0,,4241575936.0,0.0,0.0,6098944.0,0.0,0.0,303104.0,0.0,30093312.0,3206434816.0,,0.0,27869184.0,,0.0,49152.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1110.0,0.0,6684672.0,,4361105408.0,0.0,0.0,6295552.0,0.0,0.0,303104.0,0.0,30588928.0,3314249728.0,,0.0,28622848.0,,0.0,53248.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1140.0,0.0,6881280.0,,4463738880.0,0.0,0.0,6438912.0,0.0,0.0,303104.0,0.0,31588352.0,3417214976.0,,0.0,29782016.0,,0.0,57344.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1170.0,0.0,7024640.0,,4534927360.0,0.0,0.0,6594560.0,0.0,0.0,303104.0,0.0,32559104.0,3483828224.0,,0.0,30171136.0,,0.0,57344.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1200.0,0.0,7200768.0,,4654911488.0,0.0,0.0,6721536.0,0.0,0.0,303104.0,0.0,33193984.0,3540357120.0,,0.0,30588928.0,,0.0,57344.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1230.0,0.0,7380992.0,,4757725184.0,0.0,0.0,6889472.0,0.0,0.0,303104.0,0.0,34148352.0,3630530560.0,,0.0,31416320.0,,0.0,57344.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1260.0,0.0,7589888.0,,4821504000.0,0.0,0.0,7094272.0,0.0,0.0,303104.0,0.0,35033088.0,3685416960.0,,0.0,32509952.0,,0.0,57344.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1290.0,0.0,7729152.0,,4954329088.0,0.0,0.0,7241728.0,0.0,0.0,303104.0,0.0,36048896.0,3770408960.0,,0.0,33570816.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1320.0,0.0,7888896.0,,5035814912.0,0.0,0.0,7409664.0,0.0,0.0,344064.0,0.0,36761600.0,3863650304.0,,0.0,34062336.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1350.0,0.0,8052736.0,,5132083200.0,0.0,0.0,7532544.0,0.0,0.0,344064.0,0.0,37683200.0,3907981312.0,,0.0,34816000.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1380.0,0.0,8241152.0,,5222744064.0,0.0,0.0,7688192.0,0.0,0.0,344064.0,0.0,38694912.0,4005433344.0,,0.0,35975168.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1410.0,0.0,8425472.0,,5335048192.0,0.0,0.0,7843840.0,0.0,0.0,344064.0,0.0,39407616.0,4059693056.0,,0.0,36691968.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1440.0,0.0,8564736.0,,5404729344.0,0.0,0.0,8048640.0,0.0,0.0,344064.0,0.0,40034304.0,4106268672.0,,0.0,37519360.0,,0.0,65536.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1470.0,0.0,8757248.0,,5527187456.0,0.0,0.0,8192000.0,0.0,0.0,344064.0,0.0,41005056.0,4204089344.0,,0.0,37867520.0,,0.0,73728.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1500.0,0.0,8933376.0,,5588496384.0,0.0,0.0,8343552.0,0.0,0.0,344064.0,0.0,42078208.0,4270931968.0,,0.0,38662144.0,,0.0,73728.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1530.0,0.0,9142272.0,,5716398080.0,0.0,0.0,8495104.0,0.0,0.0,344064.0,0.0,42602496.0,4364251136.0,,0.0,39444480.0,,0.0,73728.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1560.0,0.0,9318400.0,,5798461440.0,0.0,0.0,8658944.0,0.0,0.0,344064.0,0.0,43470848.0,4424462336.0,,0.0,40206336.0,,0.0,73728.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1590.0,0.0,9482240.0,,5872979968.0,0.0,0.0,8818688.0,0.0,0.0,344064.0,0.0,44335104.0,4508311552.0,,0.0,40984576.0,,0.0,73728.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1620.0,0.0,9662464.0,,5984739328.0,0.0,0.0,8986624.0,0.0,0.0,344064.0,0.0,45010944.0,4565921792.0,,0.0,42123264.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1650.0,0.0,9834496.0,,6062428160.0,0.0,0.0,9162752.0,0.0,0.0,344064.0,0.0,45867008.0,4693876736.0,,0.0,42512384.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1680.0,0.0,10018816.0,,6580273152.0,0.0,0.0,9388032.0,0.0,0.0,344064.0,0.0,46809088.0,5021503488.0,,0.0,43663360.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1710.0,0.0,10190848.0,,6696833024.0,0.0,0.0,9543680.0,0.0,0.0,344064.0,0.0,47329280.0,5088550912.0,,0.0,44388352.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1740.0,0.0,10362880.0,,6778175488.0,0.0,0.0,9687040.0,0.0,0.0,344064.0,0.0,48103424.0,5179031552.0,,0.0,44847104.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1770.0,0.0,10534912.0,,6883803136.0,0.0,0.0,9801728.0,0.0,0.0,344064.0,0.0,48803840.0,5231112192.0,,0.0,45916160.0,,0.0,81920.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1800.0,0.0,10723328.0,,6944493568.0,0.0,0.0,10002432.0,0.0,0.0,344064.0,0.0,49606656.0,5323599872.0,,0.0,46305280.0,,0.0,90112.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1830.0,0.0,10887168.0,,7073730560.0,0.0,0.0,10170368.0,0.0,0.0,344064.0,0.0,50257920.0,5390540800.0,,0.0,46694400.0,,0.0,90112.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1860.0,0.0,11067392.0,,7164604416.0,0.0,0.0,10313728.0,0.0,0.0,344064.0,0.0,51224576.0,5454028800.0,,0.0,47796224.0,,0.0,90112.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1890.0,0.0,11223040.0,,7228923904.0,0.0,0.0,10424320.0,0.0,0.0,344064.0,0.0,52019200.0,5533196288.0,,0.0,48185344.0,,0.0,90112.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1920.0,0.0,11386880.0,,7332253696.0,0.0,0.0,10600448.0,0.0,0.0,385024.0,0.0,52514816.0,5617258496.0,,0.0,48889856.0,,0.0,90112.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1950.0,0.0,11583488.0,,7450411008.0,0.0,0.0,10772480.0,0.0,0.0,385024.0,0.0,53235712.0,5683101696.0,,0.0,49668096.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,1980.0,0.0,11788288.0,,7516839936.0,0.0,0.0,10981376.0,0.0,0.0,385024.0,0.0,53903360.0,5752893440.0,,0.0,50388992.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2010.0,0.0,11939840.0,,7650807808.0,0.0,0.0,11132928.0,0.0,0.0,385024.0,0.0,54714368.0,5834366976.0,,0.0,51150848.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2040.0,0.0,12140544.0,,7718776832.0,0.0,0.0,11337728.0,0.0,0.0,385024.0,0.0,55435264.0,5901303808.0,,0.0,51879936.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2070.0,0.0,12296192.0,,7842009088.0,0.0,0.0,11485184.0,0.0,0.0,385024.0,0.0,56102912.0,5957623808.0,,0.0,52666368.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2100.0,0.0,12472320.0,,7925141504.0,0.0,0.0,11681792.0,0.0,0.0,385024.0,0.0,56651776.0,6051840000.0,,0.0,53370880.0,,0.0,98304.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2130.0,0.0,12673024.0,,8038412288.0,0.0,0.0,11833344.0,0.0,0.0,385024.0,0.0,57204736.0,6117957632.0,,0.0,54165504.0,,0.0,106496.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2160.0,0.0,12849152.0,,8119599104.0,0.0,0.0,12005376.0,0.0,0.0,385024.0,0.0,58023936.0,6308347904.0,,0.0,54861824.0,,0.0,106496.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2190.0,0.0,13017088.0,,8236957696.0,0.0,0.0,12148736.0,0.0,0.0,385024.0,0.0,58667008.0,6565228544.0,,0.0,55648256.0,,0.0,106496.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2220.0,0.0,13201408.0,,8274870272.0,0.0,0.0,12353536.0,0.0,0.0,385024.0,0.0,59510784.0,6661738496.0,,0.0,56344576.0,,0.0,106496.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2250.0,0.0,13303808.0,,8356925440.0,0.0,0.0,12460032.0,0.0,0.0,385024.0,0.0,60166144.0,6736789504.0,,0.0,57131008.0,,0.0,106496.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2280.0,0.0,13508608.0,,8473206784.0,0.0,0.0,12673024.0,0.0,0.0,385024.0,0.0,60764160.0,6779723776.0,,0.0,57827328.0,,0.0,110592.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2310.0,0.0,13676544.0,,8576667648.0,0.0,0.0,12795904.0,0.0,0.0,385024.0,0.0,61530112.0,6874476544.0,,0.0,58621952.0,,0.0,114688.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2340.0,0.0,13860864.0,,8923086848.0,0.0,0.0,12976128.0,0.0,0.0,385024.0,0.0,62332928.0,6921207808.0,,0.0,60030976.0,,0.0,114688.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2370.0,0.0,14024704.0,,9160110080.0,0.0,0.0,13148160.0,0.0,0.0,385024.0,0.0,62902272.0,7015325696.0,,0.0,60362752.0,,0.0,114688.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2400.0,0.0,14213120.0,,9264386048.0,0.0,0.0,13246464.0,0.0,0.0,385024.0,0.0,63602688.0,7072423936.0,,0.0,61108224.0,,0.0,114688.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2430.0,0.0,14376960.0,,9393115136.0,0.0,0.0,13434880.0,0.0,0.0,385024.0,0.0,64385024.0,7164989440.0,,0.0,61521920.0,,0.0,114688.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2460.0,0.0,14614528.0,,9481842688.0,0.0,0.0,13619200.0,0.0,0.0,385024.0,0.0,65449984.0,7222956032.0,,0.0,62611456.0,,0.0,122880.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2490.0,0.0,14737408.0,,9551663104.0,0.0,0.0,13762560.0,0.0,0.0,385024.0,0.0,66068480.0,7315939328.0,,0.0,63356928.0,,0.0,122880.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2520.0,0.0,14893056.0,,9663238144.0,0.0,0.0,13893632.0,0.0,0.0,425984.0,0.0,67239936.0,7375237120.0,,0.0,64155648.0,,0.0,122880.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2550.0,0.0,15089664.0,,9775276032.0,0.0,0.0,14053376.0,0.0,0.0,425984.0,0.0,67850240.0,7461908480.0,,0.0,64610304.0,,0.0,122880.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2580.0,0.0,15261696.0,,9841094656.0,0.0,0.0,14245888.0,0.0,0.0,425984.0,0.0,68976640.0,7519944704.0,,0.0,65687552.0,,0.0,122880.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2610.0,0.0,15441920.0,,9937903616.0,0.0,0.0,14381056.0,0.0,0.0,425984.0,0.0,69681152.0,7607111680.0,,0.0,66748416.0,,0.0,126976.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2640.0,0.0,15581184.0,,10032812032.0,0.0,0.0,14524416.0,0.0,0.0,425984.0,0.0,70578176.0,7663927296.0,,0.0,67579904.0,,0.0,131072.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2670.0,0.0,15761408.0,,10167693312.0,0.0,0.0,14647296.0,0.0,0.0,425984.0,0.0,71581696.0,7749697536.0,,0.0,68313088.0,,0.0,131072.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2700.0,0.0,15904768.0,,10229555200.0,0.0,0.0,14827520.0,0.0,0.0,425984.0,0.0,72179712.0,7821750272.0,,0.0,69128192.0,,0.0,131072.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2730.0,0.0,16109568.0,,10316492800.0,0.0,0.0,14991360.0,0.0,0.0,425984.0,0.0,73256960.0,7916498944.0,,0.0,69840896.0,,0.0,131072.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2760.0,0.0,16236544.0,,10408194048.0,0.0,0.0,15130624.0,0.0,0.0,425984.0,0.0,73916416.0,7996329984.0,,0.0,70676480.0,,0.0,131072.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2790.0,0.0,16412672.0,,10518417408.0,0.0,0.0,15319040.0,0.0,0.0,425984.0,0.0,74813440.0,8154886144.0,,0.0,71065600.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2820.0,0.0,16588800.0,,10619080704.0,0.0,0.0,15474688.0,0.0,0.0,425984.0,0.0,75771904.0,8459960320.0,,0.0,71483392.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2850.0,0.0,16760832.0,,10742894592.0,0.0,0.0,15646720.0,0.0,0.0,425984.0,0.0,76472320.0,8520990720.0,,0.0,72908800.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2880.0,0.0,16924672.0,,10826166272.0,0.0,0.0,15777792.0,0.0,0.0,425984.0,0.0,77262848.0,8605069312.0,,0.0,73773056.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2910.0,0.0,17125376.0,,10870296576.0,0.0,0.0,15941632.0,0.0,0.0,425984.0,0.0,77815808.0,8670539776.0,,0.0,74506240.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2940.0,0.0,17313792.0,,10982977536.0,0.0,0.0,16089088.0,0.0,0.0,425984.0,0.0,78614528.0,8744468480.0,,0.0,74952704.0,,0.0,139264.0
report_2025-07-17_03-00-32.yaml,10% Persistence,2970.0,0.0,17473536.0,,11132186624.0,0.0,0.0,16252928.0,0.0,0.0,425984.0,0.0,79667200.0,8821022720.0,,0.0,75399168.0,,0.0,147456.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3000.0,0.0,17653760.0,,11402784768.0,0.0,0.0,16375808.0,0.0,0.0,425984.0,0.0,80379904.0,8910540800.0,,0.0,76505088.0,,0.0,147456.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3030.0,0.0,17776640.0,,11663790080.0,0.0,0.0,16510976.0,0.0,0.0,425984.0,0.0,81186816.0,8957341696.0,,0.0,77602816.0,,0.0,147456.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3060.0,0.0,17969152.0,,11801427968.0,0.0,0.0,16699392.0,0.0,0.0,425984.0,0.0,82198528.0,9047314432.0,,0.0,77991936.0,,0.0,147456.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3090.0,0.0,18132992.0,,11884810240.0,0.0,0.0,16842752.0,0.0,0.0,425984.0,0.0,83177472.0,9109491712.0,,0.0,78381056.0,,0.0,147456.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3120.0,0.0,18284544.0,,11997859840.0,0.0,0.0,16977920.0,0.0,0.0,466944.0,0.0,84021248.0,9194115072.0,,0.0,79093760.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3150.0,0.0,18472960.0,,12117975040.0,0.0,0.0,17117184.0,0.0,0.0,466944.0,0.0,84897792.0,9267376128.0,,0.0,80240640.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3180.0,0.0,18665472.0,,12189315072.0,0.0,0.0,17297408.0,0.0,0.0,466944.0,0.0,85700608.0,9356439552.0,,0.0,89407488.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3210.0,0.0,18833408.0,,12304285696.0,0.0,0.0,17457152.0,0.0,0.0,466944.0,0.0,86179840.0,9413812224.0,,0.0,90161152.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3240.0,0.0,18960384.0,,12375105536.0,0.0,0.0,17588224.0,0.0,0.0,466944.0,0.0,87179264.0,9486393344.0,,0.0,107720704.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3270.0,0.0,19132416.0,,12459466752.0,0.0,0.0,17735680.0,0.0,0.0,466944.0,0.0,88010752.0,9564700672.0,,0.0,108449792.0,,0.0,155648.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3300.0,0.0,19316736.0,,12566437888.0,0.0,0.0,17895424.0,0.0,0.0,466944.0,0.0,89100288.0,9636630528.0,,0.0,109228032.0,,0.0,163840.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3330.0,0.0,19468288.0,,12676624384.0,0.0,0.0,18067456.0,0.0,0.0,466944.0,0.0,89976832.0,9692704768.0,,0.0,110288896.0,,0.0,163840.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3360.0,0.0,19632128.0,,12757258240.0,0.0,0.0,18210816.0,0.0,0.0,466944.0,0.0,90947584.0,9913901056.0,,0.0,111140864.0,,0.0,163840.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3390.0,0.0,19795968.0,,12868063232.0,0.0,0.0,18358272.0,0.0,0.0,466944.0,0.0,91529216.0,10131091456.0,,0.0,111140864.0,,0.0,163840.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3420.0,0.0,19984384.0,,12942958592.0,0.0,0.0,18513920.0,0.0,0.0,466944.0,0.0,92643328.0,10187489280.0,,0.0,112234496.0,,0.0,163840.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3450.0,0.0,20107264.0,,13002633216.0,0.0,0.0,18661376.0,0.0,0.0,466944.0,0.0,93466624.0,10286448640.0,,0.0,112979968.0,,0.0,167936.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3480.0,0.0,20340736.0,,13134696448.0,0.0,0.0,18800640.0,0.0,0.0,466944.0,0.0,94310400.0,10336555008.0,,0.0,113721344.0,,0.0,172032.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3510.0,0.0,20496384.0,,13247262720.0,0.0,0.0,18935808.0,0.0,0.0,466944.0,0.0,95027200.0,10432933888.0,,0.0,114106368.0,,0.0,172032.0
report_2025-07-17_03-00-32.yaml,10% Persistence,3540.0,0.0,20643840.0,,13329936384.0,0.0,0.0,19099648.0,0.0,0.0,466944.0,0.0,95932416.0,10493116416.0,,0.0,115204096.0,,0.0,172032.0
