report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,cart_system-under-evaluation,checkout_system-under-evaluation,currency_system-under-evaluation,elasticsearch_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,jaeger-collector_system-under-evaluation,jaeger-query_system-under-evaluation,kafka_system-under-evaluation,otel-collector_system-under-evaluation,payment_system-under-evaluation,product-catalog_system-under-evaluation,prometheus_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,shipping_system-under-evaluation,valkey-cart_system-under-evaluation
report_2025-07-14_18-17-06.yaml,Base Persistence,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
report_2025-07-14_18-17-06.yaml,Base Persistence,30.0,15028.0,326696.0,1298265.0,641.0,108.0,2917696.0,0.0,168603.0,6483.0,13491963.0,6912660.0,2694.0,108.0,397090.0,6794.0,14983.0,46911609.0,132.0,2836944.0,421562.0,0.0,6891431.0,0.0,410236.0
report_2025-07-14_18-17-06.yaml,Base Persistence,60.0,21734.0,650868.0,2524340.0,1588.0,324.0,5253425.0,0.0,520277.0,18925.0,26106463.0,27139928.0,5837.0,282.0,596460.0,10512.0,40467.0,90964176.0,655.0,4047826.0,1906473.0,0.0,14060659.0,0.0,1033496.0
report_2025-07-14_18-17-06.yaml,Base Persistence,90.0,37217.0,981258.0,3768114.0,2229.0,498.0,8018514.0,0.0,786195.0,31355.0,32068759.0,32925462.0,8531.0,498.0,978062.0,17988.0,68023.0,139928156.0,721.0,7320974.0,1994396.0,0.0,25436929.0,0.0,1767588.0
report_2025-07-14_18-17-06.yaml,Base Persistence,120.0,51353.0,1310693.0,4973698.0,5786.0,780.0,9915487.0,0.0,1116549.0,46172.0,44585947.0,53394403.0,17588.0,672.0,1233030.0,23026.0,99905.0,188347121.0,1365.0,10243865.0,3859133.0,0.0,32347757.0,0.0,2514724.0
report_2025-07-14_18-17-06.yaml,Base Persistence,150.0,66690.0,1656568.0,6016275.0,6672.0,930.0,12784666.0,0.0,1318503.0,55140.0,58384185.0,65380936.0,20797.0,912.0,1535172.0,29050.0,130444.0,240327033.0,1431.0,13212359.0,3891552.0,0.0,39774612.0,0.0,3130122.0
report_2025-07-14_18-17-06.yaml,Base Persistence,180.0,82041.0,2076644.0,7278669.0,7638.0,1212.0,15288185.0,0.0,1563810.0,65828.0,68945961.0,76500310.0,23108.0,1128.0,1859888.0,34726.0,149247.0,267069683.0,2033.0,14906403.0,5764520.0,0.0,45451278.0,0.0,3876576.0
report_2025-07-14_18-17-06.yaml,Base Persistence,210.0,95661.0,2438616.0,8739650.0,8333.0,1344.0,18975676.0,0.0,1829999.0,76347.0,81178280.0,90815732.0,25934.0,1302.0,2195366.0,40376.0,173168.0,333005633.0,2165.0,17846758.0,6188597.0,0.0,53661092.0,0.0,4379800.0
report_2025-07-14_18-17-06.yaml,Base Persistence,240.0,106612.0,2629727.0,10095796.0,9322.0,1560.0,20586311.0,0.0,2056822.0,89968.0,94779563.0,105747151.0,28694.0,1518.0,2593137.0,45480.0,200643.0,361906207.0,2743.0,20874160.0,7694761.0,0.0,63564234.0,0.0,5040936.0
report_2025-07-14_18-17-06.yaml,Base Persistence,270.0,118904.0,3041736.0,10820194.0,10076.0,1776.0,23424850.0,0.0,2392541.0,102196.0,105487356.0,119319993.0,31837.0,1692.0,2811180.0,51768.0,230918.0,424075476.0,2809.0,23524822.0,8404730.0,0.0,68245913.0,0.0,5836453.0
report_2025-07-14_18-17-06.yaml,Base Persistence,300.0,135167.0,3434265.0,12474153.0,10382.0,1950.0,26655145.0,0.0,2745965.0,112976.0,115670496.0,133523179.0,35112.0,1908.0,3202022.0,54540.0,255514.0,471218608.0,3440.0,26813388.0,9603895.0,0.0,77745800.0,0.0,6149751.0
report_2025-07-14_18-17-06.yaml,Base Persistence,330.0,149075.0,3814266.0,13533481.0,11419.0,2166.0,28539173.0,0.0,2909712.0,120322.0,132420097.0,146973251.0,37806.0,2082.0,3434681.0,61070.0,277479.0,497727435.0,3614.0,30217571.0,10025542.0,0.0,85009326.0,0.0,6932304.0
report_2025-07-14_18-17-06.yaml,Base Persistence,360.0,156405.0,4006319.0,14217489.0,12498.0,2382.0,31883778.0,0.0,3232566.0,133979.0,139903046.0,160073573.0,39602.0,2190.0,3745972.0,66680.0,308216.0,569606961.0,4174.0,32025442.0,11545192.0,0.0,92062250.0,0.0,7595289.0
report_2025-07-14_18-17-06.yaml,Base Persistence,390.0,173150.0,4461863.0,15709629.0,13007.0,2490.0,34223140.0,0.0,3542984.0,144957.0,151391560.0,168484064.0,41847.0,2406.0,4029802.0,74090.0,329499.0,594996594.0,4348.0,35370582.0,11953544.0,0.0,101045410.0,0.0,8370902.0
report_2025-07-14_18-17-06.yaml,Base Persistence,420.0,188340.0,4664515.0,16777099.0,14086.0,2706.0,36941575.0,0.0,3780869.0,154492.0,163715428.0,181258150.0,46020.0,2622.0,4454628.0,76994.0,360251.0,648425360.0,4884.0,37589142.0,13434713.0,0.0,108672919.0,0.0,8890412.0
report_2025-07-14_18-17-06.yaml,Base Persistence,450.0,203160.0,5094697.0,18137521.0,14463.0,2922.0,39382811.0,0.0,4051897.0,166873.0,174171998.0,196600378.0,47816.0,2796.0,4695254.0,85482.0,372339.0,713560708.0,5016.0,41154503.0,14252161.0,0.0,116862959.0,0.0,9771850.0
report_2025-07-14_18-17-06.yaml,Base Persistence,480.0,217391.0,5489013.0,19315004.0,15146.0,3162.0,42139615.0,0.0,4319175.0,177302.0,185557986.0,212641938.0,50510.0,3078.0,5058194.0,89134.0,403038.0,744467883.0,5660.0,43674742.0,15384710.0,0.0,122572691.0,0.0,10349367.0
report_2025-07-14_18-17-06.yaml,Base Persistence,510.0,230099.0,5833658.0,20554207.0,16315.0,3270.0,43816451.0,0.0,4661034.0,186444.0,198712944.0,226939191.0,53204.0,3210.0,5402905.0,93904.0,422860.0,799430096.0,5834.0,45276520.0,15831592.0,0.0,133020055.0,0.0,10982686.0
report_2025-07-14_18-17-06.yaml,Base Persistence,540.0,243290.0,6138450.0,22014541.0,17304.0,3486.0,46608773.0,0.0,4889756.0,198158.0,215095761.0,238211716.0,56413.0,3360.0,5520906.0,99954.0,452769.0,830634713.0,6382.0,48848425.0,17292003.0,0.0,139961207.0,0.0,11638966.0
report_2025-07-14_18-17-06.yaml,Base Persistence,570.0,257614.0,6467272.0,23126156.0,17945.0,3618.0,49223058.0,0.0,5126538.0,213111.0,225210779.0,251637934.0,58658.0,3642.0,5873288.0,106242.0,481516.0,891245061.0,6664.0,51321238.0,17345188.0,0.0,144415290.0,0.0,12207423.0
report_2025-07-14_18-17-06.yaml,Base Persistence,600.0,271013.0,6938792.0,23870603.0,18934.0,3900.0,52392714.0,0.0,5385528.0,218687.0,232893110.0,266276105.0,62316.0,3816.0,6227214.0,113678.0,507296.0,934723624.0,7062.0,54642204.0,19223944.0,0.0,153262103.0,0.0,12937778.0
report_2025-07-14_18-17-06.yaml,Base Persistence,630.0,279463.0,7237055.0,25380646.0,19377.0,4008.0,55860510.0,0.0,5667735.0,233273.0,245998984.0,276426975.0,65010.0,3966.0,6582915.0,118646.0,534802.0,998813422.0,7128.0,56661515.0,19255087.0,0.0,162922015.0,0.0,13734327.0
report_2025-07-14_18-17-06.yaml,Base Persistence,660.0,294256.0,7646073.0,26372871.0,20564.0,4182.0,57964474.0,0.0,6063847.0,242523.0,258324002.0,288755743.0,66806.0,4206.0,6883876.0,123244.0,555133.0,1025342770.0,7610.0,60059253.0,21130531.0,0.0,170082162.0,0.0,14258389.0
report_2025-07-14_18-17-06.yaml,Base Persistence,690.0,307876.0,7823700.0,27818980.0,21318.0,4356.0,60914133.0,0.0,6281123.0,253690.0,271453646.0,301866484.0,69949.0,4356.0,7238925.0,128894.0,581674.0,1087440669.0,7742.0,62992566.0,21562361.0,0.0,176217350.0,0.0,15034201.0
report_2025-07-14_18-17-06.yaml,Base Persistence,720.0,319478.0,8174216.0,29200189.0,23665.0,4572.0,64220317.0,0.0,6521303.0,265435.0,285465629.0,314654343.0,80017.0,4638.0,7649857.0,134438.0,611960.0,1133861846.0,8158.0,65796171.0,23063913.0,0.0,182118890.0,0.0,15405852.0
report_2025-07-14_18-17-06.yaml,Base Persistence,750.0,333219.0,8575529.0,30525201.0,24174.0,4704.0,66744082.0,0.0,6805629.0,279291.0,295234867.0,325646156.0,82328.0,4812.0,7890753.0,140088.0,637346.0,1183350973.0,8398.0,68326791.0,23863855.0,0.0,192846563.0,0.0,16092364.0
report_2025-07-14_18-17-06.yaml,Base Persistence,780.0,350252.0,8956748.0,31750565.0,25295.0,4920.0,69305108.0,0.0,7122132.0,288235.0,307088129.0,342112356.0,85088.0,4962.0,8197172.0,146776.0,659865.0,1227395508.0,8921.0,71325268.0,24998112.0,0.0,196594053.0,0.0,16779127.0
report_2025-07-14_18-17-06.yaml,Base Persistence,810.0,364080.0,9300278.0,33143520.0,25804.0,5094.0,71723824.0,0.0,7284576.0,298540.0,314336924.0,356137256.0,87914.0,5178.0,8552814.0,151480.0,690046.0,1271528892.0,9029.0,73517631.0,25041042.0,0.0,205501607.0,0.0,17721010.0
report_2025-07-14_18-17-06.yaml,Base Persistence,840.0,379015.0,9697131.0,34340975.0,26883.0,5268.0,73666537.0,0.0,7542481.0,307938.0,327905234.0,364562132.0,90159.0,5460.0,8753039.0,157222.0,717416.0,1319901117.0,9726.0,76041272.0,26890519.0,0.0,214098018.0,0.0,18334608.0
report_2025-07-14_18-17-06.yaml,Base Persistence,870.0,392923.0,10038368.0,34924655.0,27392.0,5484.0,76655659.0,0.0,7834601.0,322044.0,340272347.0,384945190.0,92919.0,5610.0,9055407.0,162806.0,733123.0,1367004380.0,9900.0,78813914.0,27705000.0,0.0,221209239.0,0.0,18884825.0
report_2025-07-14_18-17-06.yaml,Base Persistence,900.0,407220.0,10311098.0,36723476.0,28471.0,5700.0,79601713.0,0.0,8203542.0,333763.0,355135383.0,391354185.0,95613.0,5826.0,9566519.0,168416.0,763363.0,1420562395.0,10544.0,81654953.0,28821178.0,0.0,230472940.0,0.0,19463538.0
report_2025-07-14_18-17-06.yaml,Base Persistence,930.0,417976.0,10763701.0,37611412.0,28980.0,5874.0,82686757.0,0.0,8468573.0,344609.0,366057259.0,410771923.0,98439.0,6042.0,9835531.0,175518.0,789505.0,1463825495.0,10652.0,84674548.0,29626836.0,0.0,238010851.0,0.0,20220820.0
report_2025-07-14_18-17-06.yaml,Base Persistence,960.0,433615.0,11028811.0,38793893.0,30059.0,6156.0,85603661.0,0.0,8682484.0,349726.0,375768986.0,417336149.0,102031.0,6258.0,10163620.0,180556.0,820997.0,1505681777.0,11266.0,86875055.0,30726451.0,0.0,242310133.0,0.0,20968418.0
report_2025-07-14_18-17-06.yaml,Base Persistence,990.0,446115.0,11405387.0,39844319.0,30436.0,6306.0,87658834.0,0.0,8886399.0,364195.0,391775236.0,435973125.0,104791.0,6474.0,10388170.0,185326.0,837936.0,1564167623.0,11482.0,90188699.0,31214114.0,0.0,250469062.0,0.0,21639787.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1020.0,461513.0,11788195.0,41265597.0,31119.0,6480.0,90908889.0,0.0,9169696.0,377531.0,402506212.0,449352213.0,107036.0,6690.0,10788231.0,190936.0,864357.0,1615255854.0,11910.0,92974239.0,32690864.0,0.0,256897088.0,0.0,22223293.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1050.0,473597.0,12115528.0,42562001.0,32288.0,6696.0,93900251.0,0.0,9509342.0,383107.0,411113233.0,461681575.0,109730.0,6906.0,11058013.0,196718.0,896452.0,1641899369.0,12084.0,95578652.0,32720239.0,0.0,266686529.0,0.0,22919283.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1080.0,487204.0,12342428.0,43331004.0,33235.0,6912.0,95372911.0,0.0,9795486.0,397093.0,423657430.0,473855946.0,111975.0,7122.0,11321609.0,202262.0,923309.0,1692007265.0,12794.0,97987077.0,34602591.0,0.0,274253231.0,0.0,23526571.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1110.0,501528.0,12724550.0,45023195.0,33918.0,7086.0,97295351.0,0.0,10080261.0,405679.0,437895345.0,489790718.0,114669.0,7254.0,11728487.0,206086.0,944333.0,1748911913.0,12968.0,100996132.0,35103135.0,0.0,281952596.0,0.0,24219838.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1140.0,513103.0,13226657.0,46000358.0,34823.0,7302.0,100363873.0,0.0,10360906.0,419199.0,449533697.0,502727796.0,117363.0,7470.0,12034794.0,213148.0,973457.0,1792342960.0,13432.0,102649574.0,36520441.0,0.0,290263406.0,0.0,24785058.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1170.0,527635.0,13518082.0,47047641.0,35619.0,7476.0,103892277.0,0.0,10536806.0,428188.0,456880008.0,516556166.0,120955.0,7644.0,12263190.0,220888.0,997452.0,1838030545.0,13648.0,106789598.0,37317020.0,0.0,293904283.0,0.0,25528772.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1200.0,541242.0,13889401.0,48324239.0,36453.0,7692.0,106937035.0,0.0,10827807.0,441305.0,470367076.0,529283114.0,123649.0,7818.0,12661780.0,226872.0,1024557.0,1882021066.0,14129.0,109071550.0,38413407.0,0.0,302704651.0,0.0,26141699.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1230.0,556190.0,14121509.0,49863449.0,37249.0,7908.0,109428014.0,0.0,11170052.0,450294.0,482498754.0,537678719.0,125445.0,7992.0,12984172.0,232588.0,1051122.0,1929126381.0,14303.0,112437402.0,38850896.0,0.0,313385446.0,0.0,26873426.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1260.0,568261.0,14612200.0,51210362.0,37555.0,8016.0,112049939.0,0.0,11334376.0,463666.0,495005464.0,553278196.0,128139.0,8166.0,13145461.0,238198.0,1065099.0,1983411792.0,14743.0,115127675.0,40354789.0,0.0,319913487.0,0.0,27545744.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1290.0,583913.0,14982796.0,52402676.0,38502.0,8298.0,113628395.0,0.0,11716675.0,476981.0,505649628.0,568918729.0,131797.0,8340.0,13529965.0,241208.0,1102290.0,2032222375.0,14941.0,117359998.0,41164226.0,0.0,328412489.0,0.0,27933373.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1320.0,594308.0,15172996.0,53219352.0,41184.0,8514.0,116323145.0,0.0,12001732.0,488170.0,516713740.0,583359596.0,141492.0,8556.0,13858908.0,247566.0,1116148.0,2082130203.0,15423.0,120569108.0,42292781.0,0.0,336861410.0,0.0,28766545.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1350.0,608632.0,15607523.0,54446897.0,41735.0,8730.0,119304837.0,0.0,12125913.0,498103.0,529036310.0,594063963.0,144252.0,8730.0,14107983.0,254844.0,1148162.0,2135014805.0,15489.0,122154229.0,43087010.0,0.0,343876560.0,0.0,29535453.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1380.0,622513.0,15929514.0,56051797.0,42814.0,8904.0,121487212.0,0.0,12430761.0,507419.0,541778825.0,608214264.0,147012.0,8904.0,14494028.0,260454.0,1176742.0,2169877928.0,16037.0,126267140.0,44181758.0,0.0,351216895.0,0.0,30232067.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1410.0,637045.0,16343219.0,56792143.0,43497.0,9078.0,124587689.0,0.0,12777771.0,517015.0,554391391.0,620025533.0,149838.0,9078.0,14742127.0,263706.0,1192973.0,2218634738.0,16169.0,128661850.0,45005039.0,0.0,358673789.0,0.0,30664589.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1440.0,651772.0,16560191.0,57857925.0,44444.0,9252.0,126027272.0,0.0,13049996.0,529219.0,566031089.0,634752314.0,152083.0,9252.0,15030285.0,269690.0,1229184.0,2262641995.0,16585.0,131704629.0,46134349.0,0.0,367185763.0,0.0,31308986.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1470.0,662944.0,16899016.0,59605262.0,44953.0,9426.0,129494030.0,0.0,13329988.0,540218.0,579351941.0,648167021.0,155226.0,9426.0,15449458.0,276220.0,1254142.0,2324865677.0,16717.0,134313307.0,46928911.0,0.0,370983825.0,0.0,31986682.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1500.0,678087.0,17348993.0,60863804.0,46074.0,9600.0,132567740.0,0.0,13602834.0,550687.0,591695927.0,659469323.0,157022.0,9642.0,15586798.0,282512.0,1275162.0,2363555304.0,17199.0,136299271.0,48054039.0,0.0,379687716.0,0.0,32617439.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1530.0,685497.0,17620877.0,62026702.0,46757.0,9774.0,135760047.0,0.0,13905534.0,564727.0,603645948.0,670897249.0,160231.0,9774.0,15975002.0,286270.0,1307040.0,2405894688.0,17265.0,139369605.0,48848811.0,0.0,387676318.0,0.0,33517818.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1560.0,704690.0,17980378.0,63175979.0,47704.0,9990.0,137695475.0,0.0,14027803.0,570451.0,609872489.0,685044798.0,163374.0,9990.0,16314695.0,291308.0,1321374.0,2456968889.0,17764.0,142498408.0,49977564.0,0.0,395075490.0,0.0,34046484.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1590.0,719222.0,18253594.0,64571637.0,48542.0,10122.0,141264564.0,0.0,14412791.0,585629.0,624038351.0,701504268.0,165170.0,10164.0,16713058.0,297332.0,1359374.0,2502726260.0,17896.0,144964893.0,50431515.0,0.0,403191083.0,0.0,34709160.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1620.0,727772.0,18620227.0,65508051.0,48806.0,10338.0,144358692.0,0.0,14710134.0,592593.0,634641903.0,715540905.0,167864.0,10272.0,16980815.0,302942.0,1380510.0,2558665343.0,18474.0,147471007.0,51901053.0,0.0,410804994.0,0.0,35509688.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1650.0,740976.0,18964907.0,66794243.0,49777.0,10470.0,147298818.0,0.0,14952969.0,604929.0,645532241.0,725557882.0,170558.0,10512.0,17306283.0,308460.0,1407408.0,2602281098.0,18606.0,150127283.0,52698755.0,0.0,416987115.0,0.0,35860335.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1680.0,754791.0,19316169.0,68200460.0,50964.0,10686.0,149298094.0,0.0,15214914.0,616495.0,658429354.0,739671456.0,173701.0,10662.0,17576585.0,314004.0,1426564.0,2629743978.0,19184.0,152249945.0,53811190.0,0.0,424124198.0,0.0,36599373.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1710.0,767787.0,19774207.0,68767372.0,51407.0,10818.0,151616526.0,0.0,15492822.0,626494.0,670541914.0,752577069.0,175946.0,10794.0,17954103.0,319522.0,1458703.0,2697678350.0,19316.0,155561900.0,54613652.0,0.0,431929725.0,0.0,37487292.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1740.0,783554.0,20131413.0,70504228.0,52552.0,10968.0,154685436.0,0.0,15703760.0,641030.0,681823173.0,763146519.0,179538.0,11076.0,18324494.0,325066.0,1484611.0,2735628225.0,19996.0,158911492.0,55748685.0,0.0,441061683.0,0.0,38039274.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1770.0,798502.0,20356501.0,71831148.0,53306.0,11100.0,157786198.0,0.0,15985943.0,650238.0,697153395.0,783446317.0,182298.0,11292.0,18572843.0,331530.0,1511264.0,2801418423.0,20170.0,161578047.0,56537314.0,0.0,449678843.0,0.0,38744438.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1800.0,813437.0,20729299.0,72580785.0,54140.0,11316.0,159129337.0,0.0,16305454.0,661039.0,702824480.0,796616362.0,183196.0,11424.0,18918812.0,337140.0,1535018.0,2850423933.0,20735.0,163978143.0,57661123.0,0.0,455040775.0,0.0,39147461.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1830.0,819935.0,21086384.0,73929557.0,54583.0,11598.0,161955084.0,0.0,16593644.0,671247.0,720678212.0,804159967.0,187237.0,11598.0,19101278.0,343164.0,1557998.0,2896118142.0,20909.0,166861653.0,58460926.0,0.0,462909232.0,0.0,39964504.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1860.0,834675.0,21519530.0,75057112.0,55728.0,11598.0,164859786.0,0.0,16878979.0,682507.0,732146100.0,823094857.0,189548.0,11814.0,19397683.0,349412.0,1588898.0,2944141972.0,21474.0,169743453.0,59549842.0,0.0,470433173.0,0.0,40629136.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1890.0,849468.0,21787094.0,76303704.0,56105.0,11946.0,167505125.0,0.0,17066557.0,694787.0,738963466.0,829408566.0,193140.0,11988.0,19730473.0,354930.0,1614055.0,2990224737.0,21648.0,172450883.0,59626015.0,0.0,478554457.0,0.0,41350168.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1920.0,865307.0,22192870.0,77492202.0,58787.0,12162.0,170457561.0,0.0,17462370.0,704103.0,753837713.0,845231037.0,201228.0,12162.0,19988868.0,356756.0,1645392.0,3037969101.0,22226.0,175322497.0,61514345.0,0.0,485905968.0,0.0,41978811.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1950.0,880751.0,22509418.0,79118333.0,59296.0,12378.0,172804208.0,0.0,17605409.0,718931.0,765682660.0,862645238.0,204437.0,12378.0,20388162.0,365926.0,1661197.0,3085433756.0,22400.0,177509786.0,62303917.0,0.0,493277425.0,0.0,42830449.0
report_2025-07-14_18-17-06.yaml,Base Persistence,1980.0,892680.0,22837008.0,80017776.0,60375.0,12444.0,175461692.0,0.0,17890504.0,725792.0,777561921.0,876061254.0,207712.0,12594.0,20828883.0,371404.0,1695128.0,3113229833.0,22978.0,180441617.0,63427887.0,0.0,500807629.0,0.0,43446723.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2010.0,908044.0,23212528.0,81360640.0,61016.0,12726.0,179742342.0,0.0,18161650.0,739391.0,791489537.0,884235218.0,210472.0,12660.0,21079486.0,375228.0,1712001.0,3180536511.0,23110.0,183855969.0,63839547.0,0.0,509121609.0,0.0,44177157.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2040.0,917043.0,23495711.0,82322186.0,61963.0,12858.0,182113659.0,0.0,18522503.0,749517.0,801960470.0,902740958.0,212717.0,12942.0,21409800.0,380772.0,1738599.0,3216571119.0,23688.0,186232500.0,65349771.0,0.0,516911711.0,0.0,44798066.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2070.0,933319.0,23856024.0,83484656.0,62472.0,13074.0,184337817.0,0.0,18775954.0,764401.0,812586626.0,910713385.0,215411.0,13050.0,21684275.0,386290.0,1764020.0,3269700624.0,23754.0,188905592.0,65758497.0,0.0,525621605.0,0.0,45395072.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2100.0,947134.0,24231303.0,85058650.0,63551.0,13290.0,186967495.0,0.0,19065636.0,775521.0,826992767.0,925467653.0,219003.0,13374.0,22034466.0,391702.0,1795113.0,3322590753.0,24368.0,191320404.0,67270209.0,0.0,533128907.0,0.0,45833138.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2130.0,960130.0,24653401.0,86423094.0,64192.0,13422.0,188879618.0,0.0,19373542.0,785636.0,838810606.0,936983454.0,221314.0,13482.0,22265744.0,397220.0,1822777.0,3344421394.0,24500.0,193895632.0,67317085.0,0.0,541349330.0,0.0,46647225.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2160.0,975689.0,25017233.0,87241154.0,65139.0,13572.0,191905797.0,0.0,19529959.0,798011.0,850487831.0,949941562.0,224008.0,13656.0,22664906.0,404524.0,1846414.0,3416245475.0,24982.0,197107635.0,69182324.0,0.0,547975106.0,0.0,47460115.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2190.0,984493.0,25238046.0,88599322.0,65780.0,13746.0,195070497.0,0.0,19971122.0,808667.0,863223937.0,969131334.0,226253.0,13872.0,22978248.0,409096.0,1871734.0,3459661788.0,25048.0,199822898.0,69984752.0,0.0,556085063.0,0.0,48047327.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2220.0,998771.0,25601315.0,90124178.0,66727.0,13986.0,196209541.0,0.0,20162730.0,817996.0,872272906.0,974589390.0,229911.0,14112.0,23255276.0,413628.0,1887671.0,3512938385.0,25505.0,203187977.0,71108202.0,0.0,562301060.0,0.0,48796576.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2250.0,1012391.0,25976254.0,91070843.0,67368.0,14136.0,199572706.0,0.0,20400232.0,830361.0,884117487.0,989922144.0,232605.0,14370.0,23582568.0,421104.0,1916433.0,3560117222.0,25703.0,205862788.0,71529832.0,0.0,568247945.0,0.0,49414847.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2280.0,1025998.0,26377683.0,92434261.0,68381.0,14310.0,201743058.0,0.0,20650105.0,837288.0,896666090.0,1005113263.0,235365.0,14502.0,23882278.0,426142.0,1947000.0,3605236252.0,26136.0,207529943.0,73046500.0,0.0,576943256.0,0.0,49861662.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2310.0,1042770.0,26754207.0,93651003.0,69064.0,14484.0,204542746.0,0.0,20959969.0,847867.0,906924565.0,1020708559.0,237610.0,14718.0,24228749.0,431154.0,1968077.0,3647574871.0,26334.0,210840455.0,73453902.0,0.0,583656080.0,0.0,50465290.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2340.0,1051220.0,26918876.0,94892097.0,69903.0,14700.0,206649958.0,0.0,21250597.0,858763.0,918573638.0,1033358411.0,239855.0,14892.0,24494418.0,435884.0,2000087.0,3695195914.0,26750.0,213645896.0,74970242.0,0.0,593755838.0,0.0,51298228.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2370.0,1066221.0,27432370.0,96169284.0,70652.0,14874.0,210150208.0,0.0,21559698.0,872571.0,933864166.0,1041458311.0,242998.0,14892.0,24851517.0,441028.0,2028441.0,3742114179.0,27032.0,216854253.0,75753873.0,0.0,600686258.0,0.0,51964807.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2400.0,1084724.0,27805042.0,97329762.0,71599.0,15048.0,212258954.0,0.0,21824304.0,883107.0,945059236.0,1061428432.0,245243.0,15174.0,25174477.0,448398.0,2044768.0,3799272371.0,27513.0,218456843.0,76890916.0,0.0,607908330.0,0.0,52681486.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2430.0,1097016.0,28136313.0,98604315.0,72084.0,15222.0,214914817.0,0.0,21926178.0,895216.0,953804331.0,1074941160.0,248386.0,15348.0,25468748.0,452530.0,2072110.0,3843776087.0,27729.0,221447248.0,76932653.0,0.0,616002700.0,0.0,53185987.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2460.0,1104138.0,28457939.0,99128749.0,73163.0,15438.0,217886244.0,0.0,22399056.0,907963.0,968946552.0,1081783395.0,251080.0,15588.0,25801666.0,457876.0,2097789.0,3878372160.0,28210.0,224095638.0,78797707.0,0.0,623263108.0,0.0,53999073.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2490.0,1122003.0,28835001.0,100655752.0,73912.0,15612.0,220590681.0,0.0,22543974.0,917706.0,979235646.0,1098484558.0,253774.0,15654.0,26151044.0,463460.0,2120346.0,3936939974.0,28384.0,227817946.0,79595365.0,0.0,630818095.0,0.0,54606243.0
report_2025-07-14_18-17-06.yaml,Base Persistence,2520.0,1137360.0,29215382.0,101980193.0,76330.0,15828.0,223583676.0,0.0,22805934.0,932457.0,991092059.0,1113107541.0,263828.0,15936.0,26303116.0,468806.0,2153469.0,3967480099.0,28932.0,230491982.0,80725133.0,0.0,637424526.0,0.0,55005057.0
