report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,cart_system-under-evaluation,checkout_system-under-evaluation,configfile_system-under-evaluation,copy-default-plugins_system-under-evaluation,currency_system-under-evaluation,elasticsearch_system-under-evaluation,elasticsearch-checker_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,flagd-ui_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,init-config_system-under-evaluation,jaeger_system-under-evaluation,jaeger-agent-sidecar_system-under-evaluation,jaeger-collector_system-under-evaluation,jaeger-query_system-under-evaluation,kafka_system-under-evaluation,master_system-under-evaluation,opensearch_system-under-evaluation,opentelemetry-collector_system-under-evaluation,payment_system-under-evaluation,product-catalog_system-under-evaluation,prometheus-server_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,shipping_system-under-evaluation,sysctl_system-under-evaluation,valkey-cart_system-under-evaluation,wait-for-kafka_system-under-evaluation,wait-for-valkey-cart_system-under-evaluation,worker_system-under-evaluation
report_2025-06-29_03-46-28.yaml,Baseline,300.0,0.02550000000000002,0.6221000000000003,2.0109999999999975,0.0010000000000000009,0.0,,0.0,,,0.0,0.36704999999999993,0.0,0.249199999999999,46.58670000000002,7.194350000000001,0.1982499999999997,0.0,0.0,0.14600000000000007,,,,0.35510000000000064,0.031900000000000026,6.350349999999995,5.026949999999996,0.00804999999999995,3.1379999999999995,1.2302999999999997,0.0,11.4369,0.0,,0.12560000000000002,0.0,0.0,17.6768
report_2025-06-29_03-46-28.yaml,Baseline,330.0,0.02449999999999998,0.6918499999999994,2.038900000000001,0.0010000000000000009,0.0,,0.0,,,0.0,0.37984999999999997,0.0,0.25234999999999935,46.535800000000016,7.233999999999999,0.1950999999999998,0.0,0.0,0.11420000000000007,,,,0.36949999999999744,0.03295000000000006,5.582799999999997,5.058100000000006,0.011550000000000083,3.181699999999997,1.2381499999999999,0.0,11.812199999999999,0.0,,0.12684999999999982,0.0,0.0,17.666250000000005
report_2025-06-29_03-46-28.yaml,Baseline,360.0,0.014750000000000084,0.7141000000000001,1.9761499999999994,0.000999999999999999,0.0,,0.0,,,0.0,0.35909999999999986,0.0,0.09850000000000136,45.35355,7.072649999999991,0.19395000000000048,0.0,0.0,0.11089999999999994,,,,0.3294000000000021,0.03314999999999995,12.338899999999997,4.9376500000000005,0.011550000000000083,3.0398000000000023,1.1456500000000005,0.0,11.579449999999998,0.0,,0.12449999999999999,0.0,0.0,17.348049999999997
report_2025-06-29_03-46-28.yaml,Baseline,390.0,0.014650000000000081,0.6160000000000005,1.9515499999999975,0.000999999999999999,0.0,,0.0,,,0.0,0.35835000000000006,0.0,0.10485000000000089,45.3009,7.014699999999993,0.19410000000000024,0.0,0.0,0.15065000000000003,,,,0.3931000000000002,0.03404999999999999,13.038749999999997,4.923599999999995,0.0009999999999999194,2.9782,1.1222499999999986,0.0,11.467200000000002,0.0,,0.12310000000000017,0.0,0.0,17.34055
report_2025-06-29_03-46-28.yaml,Baseline,420.0,0.01689999999999993,0.5926000000000007,2.0671000000000013,0.0,0.0,,0.0,,,0.0,0.3619500000000002,0.0,0.10974999999999871,46.40584999999998,7.168449999999999,0.19834999999999922,0.0,0.0,0.15559999999999996,,,,0.4209499999999972,0.035350000000000034,6.8214999999999995,5.049950000000005,0.0009999999999999194,3.0392000000000015,1.2095499999999997,0.0,11.679700000000002,0.0,,0.12670000000000006,0.0,0.0,17.603650000000002
report_2025-06-29_03-46-28.yaml,Baseline,450.0,0.016449999999999913,0.6375499999999988,2.0407500000000027,0.0,0.0,,0.0,,,0.0,0.35570000000000024,0.0,0.09984999999999976,46.31640000000001,7.197050000000005,0.19789999999999944,0.0,0.0,0.11574999999999988,,,,0.4289000000000025,0.03539999999999992,6.505250000000008,5.03095,0.004950000000000069,3.0493000000000015,1.2484,0.0,11.557,0.0,,0.12439999999999997,0.0,0.0,17.629499999999993
report_2025-06-29_03-46-28.yaml,Baseline,480.0,0.014000000000000056,0.6201999999999999,2.0427500000000007,0.0010000000000000009,0.0,,0.0,,,0.0,0.3593999999999994,0.0,0.15440000000000018,46.35280000000002,7.25615000000001,0.19595000000000007,0.0,0.0,0.11555000000000011,,,,0.38705000000000306,0.035500000000000045,5.48435000000001,5.060249999999996,0.004950000000000069,3.0889999999999946,1.198599999999999,0.0,11.521199999999999,0.0,,0.1251,0.0,0.0,17.78864999999999
report_2025-06-29_03-46-28.yaml,Baseline,510.0,0.013450000000000037,0.5714999999999993,2.025249999999998,0.0010000000000000009,0.0,,0.0,,,0.0,0.35944999999999916,0.0,0.15114999999999934,46.23280000000001,7.246199999999999,0.1981000000000004,0.0,0.0,0.15405000000000016,,,,1.3790999999999978,0.035850000000000055,5.5032,5.053600000000006,0.0014999999999999384,3.076249999999997,1.1800500000000018,0.0,11.417549999999999,0.0,,0.12530000000000002,0.0,0.0,17.724800000000005
report_2025-06-29_03-46-28.yaml,Baseline,540.0,0.015699999999999884,0.5875499999999988,2.008849999999999,0.0,0.0,,0.0,,,0.0,0.3689000000000002,0.0,0.07095000000000103,46.028649999999956,7.1865999999999985,0.19730000000000036,0.0,0.0,0.15244999999999986,,,,1.3903999999999996,0.03669999999999997,6.467800000000003,5.059950000000003,0.0014999999999999384,3.1042500000000017,1.2569500000000025,0.0,11.505349999999998,0.0,,0.12519999999999976,0.0,0.0,17.660849999999996
report_2025-06-29_03-46-28.yaml,Baseline,570.0,0.017849999999999967,0.6079500000000014,2.0439000000000003,0.0,0.0,,0.0,,,0.0,0.3774500000000008,0.0,0.07269999999999943,46.30849999999991,7.220299999999997,0.19664999999999963,0.0,0.0,0.11054999999999993,,,,0.2576999999999998,0.03545000000000004,6.2713999999999945,5.092050000000002,0.0015500000000000587,3.1508500000000064,1.3288499999999999,0.0,11.873349999999997,0.0,,0.1260499999999998,0.0,0.0,17.749650000000003
report_2025-06-29_03-46-28.yaml,Baseline,600.0,0.022550000000000143,0.6068999999999998,2.0874500000000014,0.0010000000000000009,0.0,,0.0,,,0.0,0.37270000000000036,0.0,0.07954999999999851,46.37275000000009,7.272599999999996,0.19704999999999964,0.0,0.0,0.11380000000000005,,,,0.24814999999999826,0.034600000000000006,5.653649999999986,5.111400000000003,0.0015500000000000587,3.1403999999999996,1.250199999999999,0.0,11.816250000000005,0.0,,0.1279000000000001,0.0,0.0,17.750100000000003
report_2025-06-29_03-46-28.yaml,Baseline,630.0,0.021449999999999865,0.5949499999999981,2.06235,0.0010000000000000009,0.0,,0.0,,,0.0,0.36450000000000005,0.0,0.08295000000000148,46.3381,7.268200000000009,0.20030000000000048,0.0,0.0,0.16659999999999991,,,,0.2913499999999999,0.03604999999999994,5.587999999999996,5.111649999999994,0.003600000000000018,3.1179999999999986,1.1871500000000006,0.0,11.60645000000001,0.0,,0.1276500000000001,0.0,0.0,17.676650000000002
report_2025-06-29_03-46-28.yaml,Baseline,660.0,0.025200000000000007,0.5609,1.9588000000000003,0.0,0.0,,0.0,,,0.0,0.3643999999999996,0.0,0.0802500000000009,46.055549999999975,7.1691500000000055,0.19925000000000068,0.0,0.0,0.16335000000000027,,,,0.2937000000000012,0.03525000000000003,7.822900000000011,5.0212999999999886,0.003600000000000018,3.1049500000000005,1.24375,0.0,11.64324999999999,0.0,,0.12354999999999994,0.0,0.0,17.550949999999993
report_2025-06-29_03-46-28.yaml,Baseline,690.0,0.02525000000000001,0.5669500000000008,1.9807999999999992,0.0,0.0,,0.0,,,0.0,0.3640499999999993,0.0,0.08405000000000011,45.78305,7.1282,0.19690000000000035,0.0,0.0,0.11540000000000011,,,,0.47095000000000103,0.03364999999999997,9.18525000000001,5.024899999999994,0.0015499999999999403,3.121100000000001,1.2394999999999983,0.0,11.797299999999996,0.0,,0.12615000000000004,0.0,0.0,17.4736
report_2025-06-29_03-46-28.yaml,Baseline,720.0,0.01849999999999999,0.5883,2.0371500000000005,0.000999999999999999,0.0,,0.0,,,0.0,0.3508499999999998,0.0,0.08214999999999956,45.92630000000002,7.188250000000001,0.1956499999999996,0.0,0.0,0.11494999999999986,,,,0.467349999999999,0.0344,7.154550000000002,5.075250000000006,0.0015499999999999403,3.0890499999999976,1.192549999999998,0.0,11.812199999999999,0.0,,0.12949999999999992,0.0,0.0,17.57445000000001
report_2025-06-29_03-46-28.yaml,Baseline,750.0,0.018000000000000207,0.5737499999999992,1.987749999999998,0.000999999999999999,0.0,,0.0,,,0.0,0.35795000000000055,0.0,0.23064999999999902,46.140050000000095,7.263049999999991,0.1843999999999994,0.0,0.0,0.16025000000000014,,,,0.3266499999999989,0.03545000000000004,5.8981999999999815,5.102300000000014,0.001000000000000038,3.0640499999999973,1.1894999999999982,0.0,11.487299999999989,0.0,,0.12625000000000006,0.0,0.0,17.7241
report_2025-06-29_03-46-28.yaml,Baseline,780.0,0.014049999999999821,0.5641500000000027,2.005749999999997,0.0,0.0,,0.0,,,0.0,0.3696500000000005,0.0,0.226800000000001,46.34470000000001,7.2863499999999926,0.19770000000000038,0.0,0.0,0.15815000000000007,,,,0.3027499999999994,0.03549999999999992,5.6125,5.135950000000003,0.001000000000000038,3.0984500000000024,1.285650000000002,0.0,11.365800000000005,0.0,,0.12825000000000036,0.0,0.0,17.835350000000016
report_2025-06-29_03-46-28.yaml,Baseline,810.0,0.013949999999999818,0.573150000000002,1.9998499999999997,0.0,0.0,,0.0,,,0.0,0.37469999999999953,0.0,0.07000000000000076,46.21919999999991,7.2409000000000106,0.19679999999999986,0.0,0.0,0.11034999999999968,,,,0.30165000000000264,0.033449999999999966,5.763300000000012,5.094399999999996,0.0014999999999999384,3.143549999999997,1.2919500000000008,0.0,11.686999999999989,0.0,,0.12714999999999985,0.0,0.0,17.76299999999998
report_2025-06-29_03-46-28.yaml,Baseline,840.0,0.015000000000000095,0.584699999999998,2.0035000000000007,0.0010000000000000009,0.0,,0.0,,,0.0,0.38169999999999976,0.0,0.07099999999999984,46.12279999999991,7.270950000000009,0.19904999999999973,0.0,0.0,0.10944999999999964,,,,0.3049999999999992,0.030549999999999973,5.419099999999981,5.089000000000002,0.0014999999999999384,3.187899999999998,1.182299999999998,0.0,11.821900000000005,0.0,,0.12474999999999975,0.0,0.0,17.78274999999997
report_2025-06-29_03-46-28.yaml,Baseline,870.0,0.015100000000000098,0.5915499999999989,2.0564,0.0010000000000000009,0.0,,0.0,,,0.0,0.3647000000000001,0.0,0.07010000000000029,46.24320000000007,7.292099999999982,0.20340000000000014,0.0,0.0,0.1594999999999999,,,,0.2664499999999975,0.03165000000000001,5.4283999999999955,5.119249999999996,0.002050000000000078,3.1204500000000053,1.1918000000000006,0.0,11.753200000000016,0.0,,0.1263500000000003,0.0,0.0,17.848300000000016
report_2025-06-29_03-46-28.yaml,Baseline,900.0,0.03684999999999997,0.5725999999999999,2.0069499999999985,0.0,0.0,,0.0,,,0.0,0.3655000000000001,0.0,0.06705000000000041,46.53095000000006,7.242099999999982,0.20295000000000035,0.0,0.0,0.16735000000000042,,,,0.3066500000000019,0.03405000000000011,5.82505000000001,5.08454999999999,0.002050000000000078,3.098750000000003,1.2621999999999995,0.0,11.671099999999994,0.0,,0.12465000000000022,0.0,0.0,17.748150000000017
report_2025-06-29_03-46-28.yaml,Baseline,930.0,0.03684999999999997,0.5861500000000016,2.0387999999999997,0.0,0.0,,0.0,,,0.0,0.3754,0.0,0.09764999999999872,46.38009999999995,7.226850000000013,0.1981000000000004,0.0,0.0,0.1205000000000003,,,,0.261099999999999,0.03404999999999999,5.5705500000000026,5.077250000000004,0.005999999999999991,3.13895,1.2601,0.0,11.639600000000003,0.0,,0.1262499999999998,0.0,0.0,17.718899999999998
report_2025-06-29_03-46-28.yaml,Baseline,960.0,0.014050000000000059,0.6111500000000016,2.0783500000000004,0.0010000000000000009,0.0,,0.0,,,0.0,0.37944999999999995,0.0,0.10024999999999977,46.116149999999955,7.274300000000009,0.19829999999999945,0.0,0.0,0.11654999999999992,,,,0.3046499999999999,0.034499999999999885,5.303099999999995,5.1332499999999985,0.005999999999999991,3.1445999999999987,1.1834000000000022,0.0,11.71244999999999,0.0,,0.12674999999999984,0.0,0.0,17.785549999999965
report_2025-06-29_03-46-28.yaml,Baseline,990.0,0.014150000000000062,0.5890499999999974,2.0205,0.0010000000000000009,0.0,,0.0,,,0.0,0.37055000000000005,0.0,0.07124999999999962,46.1274,7.292849999999999,0.19975000000000023,0.0,0.0,0.15939999999999988,,,,0.3135500000000017,0.034550000000000004,5.492699999999998,5.153999999999996,0.0020499999999999594,3.1164499999999937,1.1690000000000016,0.0,11.558500000000004,0.0,,0.1254,0.0,0.0,17.87494999999999
report_2025-06-29_03-46-28.yaml,Baseline,1020.0,0.013200000000000026,0.5681000000000002,2.007350000000004,0.0,0.0,,0.0,,,0.0,0.3606000000000004,0.0,0.06779999999999972,45.67760000000004,7.188049999999991,0.19570000000000032,0.0,0.0,0.15685000000000002,,,,0.4260499999999979,0.03360000000000009,8.896399999999995,5.06560000000001,0.0020499999999999594,3.0299500000000004,1.2344999999999988,0.0,11.29340000000002,0.0,,0.12315000000000016,0.0,0.0,17.640400000000014
report_2025-06-29_03-46-28.yaml,Baseline,1050.0,0.0125,0.5538000000000011,2.0234,0.0,0.0,,0.0,,,0.0,0.36485000000000034,0.0,0.06415000000000078,45.86140000000002,7.160750000000007,0.19375,0.0,0.0,0.11189999999999997,,,,0.6876999999999991,0.0345,9.128650000000016,4.991550000000006,0.0,3.053750000000006,1.251199999999998,0.0,11.279049999999977,0.0,,0.12379999999999995,0.0,0.0,17.530300000000018
report_2025-06-29_03-46-28.yaml,Baseline,1080.0,0.01534999999999987,0.5529999999999973,2.0173,0.0009999999999999972,0.0,,0.0,,,0.0,0.3678999999999992,0.0,0.0996499999999988,46.572299999999935,7.247700000000016,0.1835499999999996,0.0,0.0,0.11284999999999977,,,,0.5235000000000014,0.03544999999999992,5.574699999999999,5.039999999999994,0.0,3.1183999999999967,1.1969500000000002,0.0,11.53774999999999,0.0,,0.12599999999999956,0.0,0.0,17.722050000000007
