report,label,time_normalized_rounded,accounting_system-under-evaluation,ad_system-under-evaluation,cart_system-under-evaluation,checkout_system-under-evaluation,elasticsearch_system-under-evaluation,email_system-under-evaluation,flagd_system-under-evaluation,fraud-detection_system-under-evaluation,frontend_system-under-evaluation,frontend-proxy_system-under-evaluation,grafana_system-under-evaluation,image-provider_system-under-evaluation,kafka_system-under-evaluation,opensearch_system-under-evaluation,opentelemetry-collector_system-under-evaluation,payment_system-under-evaluation,product-catalog_system-under-evaluation,prometheus_system-under-evaluation,quote_system-under-evaluation,recommendation_system-under-evaluation,valkey-cart_system-under-evaluation
report_2025-07-08_01-36-59.yaml,Persistence Istio,480.0,0.0,3014656.0,,,414859264.0,0.0,0.0,2830336.0,0.0,0.0,262144.0,0.0,13012992.0,1948971008.0,0.0,0.0,,172670976.0,,0.0,32768.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,510.0,0.0,3211264.0,,,438333440.0,0.0,0.0,3014656.0,0.0,0.0,262144.0,0.0,13930496.0,2039484416.0,0.0,0.0,,184213504.0,,0.0,40960.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,540.0,0.0,3407872.0,,,460275712.0,0.0,0.0,3129344.0,0.0,0.0,262144.0,0.0,14864384.0,2140639232.0,0.0,0.0,,190484480.0,,0.0,40960.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,570.0,0.0,3588096.0,,,481234944.0,0.0,0.0,3325952.0,0.0,0.0,262144.0,0.0,15720448.0,2226679808.0,0.0,0.0,,199884800.0,,0.0,40960.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,600.0,0.0,3801088.0,,,508149760.0,0.0,0.0,3493888.0,0.0,0.0,262144.0,0.0,16633856.0,2316447744.0,0.0,0.0,,209469440.0,,0.0,40960.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,630.0,0.0,3964928.0,,,526409728.0,0.0,0.0,3731456.0,0.0,0.0,262144.0,0.0,17330176.0,2400804864.0,0.0,0.0,,219439104.0,,0.0,45056.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,660.0,0.0,4153344.0,,,554536960.0,0.0,0.0,3858432.0,0.0,0.0,262144.0,0.0,18055168.0,2493620224.0,0.0,0.0,,224112640.0,,0.0,49152.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,690.0,0.0,4288512.0,,,568840192.0,0.0,0.0,4046848.0,0.0,0.0,262144.0,0.0,19120128.0,3107303424.0,0.0,0.0,,237387776.0,,0.0,49152.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,720.0,0.0,4448256.0,,,597139456.0,0.0,0.0,4198400.0,0.0,0.0,262144.0,0.0,19939328.0,3260903424.0,0.0,0.0,,244981760.0,,0.0,49152.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,750.0,0.0,4661248.0,,,627396608.0,0.0,0.0,4362240.0,0.0,0.0,303104.0,0.0,20946944.0,3324477440.0,0.0,0.0,,256729088.0,,0.0,57344.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,780.0,0.0,4825088.0,,,654835712.0,0.0,0.0,4550656.0,0.0,0.0,303104.0,0.0,21737472.0,3431276544.0,0.0,0.0,,263753728.0,,0.0,57344.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,810.0,0.0,5005312.0,,,711647232.0,0.0,0.0,4702208.0,0.0,0.0,303104.0,0.0,22749184.0,3530702848.0,0.0,0.0,,270123008.0,,0.0,57344.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,840.0,0.0,5218304.0,,,746545152.0,0.0,0.0,4857856.0,0.0,0.0,303104.0,0.0,23687168.0,3582476288.0,0.0,0.0,,284868608.0,,0.0,57344.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,870.0,0.0,5386240.0,,,765280256.0,0.0,0.0,5066752.0,0.0,0.0,303104.0,0.0,24203264.0,3694968832.0,0.0,0.0,,292691968.0,,0.0,65536.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,900.0,0.0,5562368.0,,,790978560.0,0.0,0.0,5226496.0,0.0,0.0,303104.0,0.0,25239552.0,3782881280.0,0.0,0.0,,302653440.0,,0.0,65536.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,930.0,0.0,5763072.0,,,808169472.0,0.0,0.0,5386240.0,0.0,0.0,303104.0,0.0,26288128.0,3871342592.0,0.0,0.0,,312074240.0,,0.0,65536.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,960.0,0.0,5947392.0,,,838205440.0,0.0,0.0,5500928.0,0.0,0.0,303104.0,0.0,27090944.0,3974479872.0,0.0,0.0,,321667072.0,,0.0,65536.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,990.0,0.0,6144000.0,,,855580672.0,0.0,0.0,5697536.0,0.0,0.0,303104.0,0.0,27967488.0,4040556544.0,0.0,0.0,,362094592.0,,0.0,73728.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1020.0,0.0,6332416.0,,,870572032.0,0.0,0.0,5840896.0,0.0,0.0,303104.0,0.0,28844032.0,4127326208.0,0.0,0.0,,374562816.0,,0.0,73728.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1050.0,0.0,6504448.0,,,905777152.0,0.0,0.0,6017024.0,0.0,0.0,303104.0,0.0,29671424.0,4223565824.0,0.0,0.0,,381419520.0,,0.0,73728.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1080.0,0.0,6668288.0,,,934821888.0,0.0,0.0,6144000.0,0.0,0.0,303104.0,0.0,30556160.0,4297678848.0,0.0,0.0,,393920512.0,,0.0,81920.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1110.0,0.0,6873088.0,,,953831424.0,0.0,0.0,6328320.0,0.0,0.0,303104.0,0.0,31363072.0,4993638400.0,0.0,0.0,,400334848.0,,0.0,81920.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1140.0,0.0,7086080.0,,,972259328.0,0.0,0.0,6475776.0,0.0,0.0,303104.0,0.0,32358400.0,5071028224.0,0.0,0.0,,411987968.0,,0.0,81920.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1170.0,0.0,7208960.0,,,995516416.0,0.0,0.0,6656000.0,0.0,0.0,303104.0,0.0,33271808.0,5149675520.0,0.0,0.0,,420622336.0,,0.0,81920.0
report_2025-07-08_01-36-59.yaml,Persistence Istio,1200.0,0.0,7413760.0,,,1022046208.0,0.0,0.0,6782976.0,0.0,0.0,303104.0,0.0,33878016.0,5256548352.0,0.0,0.0,,432160768.0,,0.0,90112.0
