PV_NAME,PVC,PATH,USAGE_BYTES
pvc-6c93c8f2-ab42-497e-874e-adc9a3a6bcc2,system-under-evaluation/elasticsearch-pvc,/var/openebs/local/pvc-6c93c8f2-ab42-497e-874e-adc9a3a6bcc2,1422929256
pvc-c274c465-a4bf-417c-ac05-2e2ff622a81a,system-under-evaluation/prometheus,/var/openebs/local/pvc-c274c465-a4bf-417c-ac05-2e2ff622a81a,75723392
